character,keyword,reading,decomposition,spatial,ids,components_detail,tags
𥻗,coarsely ground maize,cha2,rice + investigate,⿰ (left-right),⿰米查,"米 = rice, 查 = investigate",SC::L1
遴,surname Lin (2),Lin2,road + jack-o’-lantern,⿺ (bottom-left-wrap),⿺辶粦,"辶 = road, 粦 = jack-o’-lantern",SC::L1
糌,used in 糌粑[zan1 ba5],zan1,rice,⿰ (left-right),⿰米昝,米 = rice,SC::L1
糍,used in 糍粑[ci2 ba1] and 糯米糍[nuo4 mi3 ci2],ci2,rice + Mona Lisa,⿰ (left-right),⿰米兹,"米 = rice, 兹 = Mona Lisa",SC::L1
糅,mixed,rou2,rice + gentle / tender,⿰ (left-right),⿰米柔,"米 = rice, 柔 = gentle / tender",SC::L1
熜,chimney (old),cong1,fire,⿰ (left-right),⿰火悤,火 = fire,SC::L1
熵,entropy (character created in 1923),shang1,fire + salesman / make a deal,⿰ (left-right),⿰火商,"火 = fire, 商 = salesman / make a deal",SC::L1
熠,to glow,yi4,fire + learn,⿰ (left-right),⿰火習,"火 = fire, 習 = learn",SC::L1
澍,moisture,shu4,standing up,⿰ (left-right),⿰氵尌,尌 = standing up,SC::L1
澌,drain dry,si1,Sphinx / this,⿰ (left-right),⿰氵斯,斯 = Sphinx / this,SC::L1
潸,tearfully,shan1,,⿰ (left-right),⿰氵⿱𣏟⺝,,SC::L1
潦,heavy rain,lao3,pup tent,⿰ (left-right),⿰氵尞,尞 = pup tent,SC::L1
潲,driving rain,shao4,a little,⿰ (left-right),⿰氵稍,稍 = a little,SC::L1
鋈,-plated,wu4,fertile / irrigate + gold,⿱ (top-bottom),⿱沃金,"沃 = fertile / irrigate, 金 = gold",SC::L1
潟,saline land,xi4,,⿰ (left-right),⿰氵舄,,SC::L1
潼,name of a pass,tong2,juvenile,⿰ (left-right),⿰氵童,童 = juvenile,SC::L1
潺,flow,chan2,,⿰ (left-right),⿰氵孱,,SC::L1
憬,awaken,jing3,scenery,⿰ (left-right),⿰忄景,景 = scenery,SC::L1
憧,used in 憧憬[chong1 jing3],chong1,juvenile,⿰ (left-right),⿰忄童,童 = juvenile,SC::L1
寮,Laos,Liao2,house + pup tent,⿱ (top-bottom),⿱宀尞,"宀 = house, 尞 = pup tent",SC::L1
窳,useless,yu3,hole,⿱ (top-bottom),⿱穴㼌,穴 = hole,SC::L1
谳,to decide judicially,yan4,donate / offering,⿰ (left-right),⿰讠献,献 = donate / offering,SC::L1
褴,ragged,lan2,supervise,⿰ (left-right),⿰衤监,监 = supervise,SC::L1
褟,inner shirt,ta1,,⿰ (left-right),⿰衤𦐇,,SC::L1
褫,to strip,chi3,,⿰ (left-right),⿰衤虒,,SC::L1
谵,to rant,zhan1,verbose,⿰ (left-right),⿰讠詹,詹 = verbose,SC::L1
熨,reconciled,yu4,military officer + fire,⿱ (top-bottom),⿱尉火,"尉 = military officer, 火 = fire",SC::L1
屦,sandals,ju4,corpse + bride,⿸ (top-left-wrap),⿸尸⿰彳娄,"尸 = corpse, 娄 = bride",SC::L1
嬉,to amuse oneself,xi1,woman + joyful / rejoice,⿰ (left-right),⿰女喜,"女 = woman, 喜 = joyful / rejoice",SC::L1
勰,harmonious,xie2,unending exertion + consider / think,⿰ (left-right),⿰劦思,"劦 = unending exertion, 思 = consider / think",SC::L1
戮,to peel with a knife,lu4,kiddie cocktail + halberd,⿰ (left-right),⿰翏戈,"翏 = kiddie cocktail, 戈 = halberd",SC::L1
蝥,Chinese blister beetle,mao2,insect,⿱ (top-bottom),⿱敄虫,虫 = insect,SC::L1
缬,tie a knot,xie2,thread,⿰ (left-right),⿰纟颉,纟 = thread,SC::L1
缮,to mend,shan4,thread + virtuous,⿰ (left-right),⿰纟善,"纟 = thread, 善 = virtuous",SC::L1
缯,surname Zeng,Zeng1,thread + formerly,⿰ (left-right),⿰纟曾,"纟 = thread, 曾 = formerly",SC::L1
骣,to ride a horse without a saddle,chan3,horse,⿰ (left-right),⿰马孱,马 = horse,SC::L1
畿,territory around the capital,ji1,rice field,⿹ (top-right-wrap),⿹{29}田,田 = rice field,SC::L1
耩,to plow,jiang3,Christmas tree + inner rooms of palace,⿰ (left-right),⿰耒冓,"耒 = Christmas tree, 冓 = inner rooms of palace",SC::L1
耨,hoe (2),nou4,Christmas tree + sign of the dragon + Chinese inch / measurement,⿰ (left-right),⿰耒⿸辰寸,"耒 = Christmas tree, 辰 = sign of the dragon, 寸 = Chinese inch / measurement",SC::L1
耪,to hoe (2),pang3,Christmas tree + side,⿰ (left-right),⿰耒旁,"耒 = Christmas tree, 旁 = side",SC::L1
璞,unpolished gem,pu2,,⿰ (left-right),⿰𤣩菐,,SC::L1
璟,luster of gem (2),jing3,scenery,⿰ (left-right),⿰𤣩景,景 = scenery,SC::L1
靛,indigo pigment,dian4,blue or green + settle on / determine,⿰ (left-right),⿰青定,"青 = blue or green, 定 = settle on / determine",SC::L1
璠,a piece of precious jade,fan2,try / turn,⿰ (left-right),⿰𤣩番,番 = try / turn,SC::L1
璘,luster of jade,lin2,jack-o’-lantern,⿰ (left-right),⿰𤣩粦,粦 = jack-o’-lantern,SC::L1
聱,bent and twisted,ao2,ear,⿱ (top-bottom),⿱敖耳,耳 = ear,SC::L1
螯,chela,ao2,insect,⿱ (top-bottom),⿱敖虫,虫 = insect,SC::L1
髻,"hair rolled up in a bun, topknot",ji4,Kangxi radical 190 + lucky / good luck,⿱ (top-bottom),⿱髟吉,"髟 = Kangxi radical 190, 吉 = lucky / good luck",SC::L1
髭,mustache,zi1,Kangxi radical 190 + this (literary) / this here,⿱ (top-bottom),⿱髟此,"髟 = Kangxi radical 190, 此 = this (literary) / this here",SC::L1
髹,red lacquer,xiu1,Kangxi radical 190 + rest,⿱ (top-bottom),⿱髟休,"髟 = Kangxi radical 190, 休 = rest",SC::L1
擀,to roll (dough etc),gan3,fingers + trunk / tree trunk,⿰ (left-right),⿰扌幹,"扌 = fingers, 幹 = trunk / tree trunk",SC::L1
熹,dim light,xi1,joyful / rejoice,⿱ (top-bottom),⿱喜灬,喜 = joyful / rejoice,SC::L1
甏,"a squat jar for holding wine, sauces etc",beng4,Peng + tile,⿱ (top-bottom),⿱彭瓦,"彭 = Peng, 瓦 = tile",SC::L1
擞,used in 抖擻|抖擞[dou3 sou3],sou3,fingers + number,⿰ (left-right),⿰扌数,"扌 = fingers, 数 = number",SC::L1
縠,fine silk gauze,hu2,soldier / gentleman + crown + one + thread + missile,⿰ (left-right),⿰⿱⿳士冖一糸殳,"士 = soldier / gentleman, 冖 = crown, 一 = one, 糸 = thread, 殳 = missile",SC::L1
磬,"chime stones, ancient percussion instrument made of stone or jade pieces hung in a row and struck as a xylophone",qing4,civil war + stone,⿱ (top-bottom),⿱殸石,"殸 = civil war, 石 = stone",SC::L1
颞,bones of the temple (on the human head),nie4,page,⿰ (left-right),⿰聂页,页 = page,SC::L1
蕻,used in 雪裡蕻|雪里蕻[xue3 li3 hong2],hong2,flower + together,⿱ (top-bottom),⿱艹⿰镸共,"艹 = flower, 共 = together",SC::L1
鞘,sheath,qiao4,leather + resemble / resemblance,⿰ (left-right),⿰革肖,"革 = leather, 肖 = resemble / resemblance",SC::L1
颟,thoughtless,man1,page,⿰ (left-right),⿰𬜯页,页 = page,SC::L1
薤,Allium bakeri,xie4,flower,⿱ (top-bottom),⿱艹𩐁,艹 = flower,SC::L1
薨,death of a prince,hong1,flower + crown + death,⿳ (top-mid-bottom),⿳⿱艹罒冖死,"艹 = flower, 冖 = crown, 死 = death",SC::L1
檠,instrument for straightening bows,qing2,revere / awe + tree,⿱ (top-bottom),⿱敬木,"敬 = revere / awe, 木 = tree",SC::L1
薏,seed of Job's tears,yi4,flower + idea,⿱ (top-bottom),⿱艹意,"艹 = flower, 意 = idea",SC::L1
薮,gathering place,sou3,flower + number,⿱ (top-bottom),⿱艹数,"艹 = flower, 数 = number",SC::L1
薜,Ficus pumila,bi4,flower + repudiate,⿱ (top-bottom),⿱艹辟,"艹 = flower, 辟 = repudiate",SC::L1
薅,to grip or clutch,hao1,flower,⿱ (top-bottom),⿱艹媷,艹 = flower,SC::L1
樾,shade of trees,yue4,tree + surpass,⿰ (left-right),⿰木越,"木 = tree, 越 = surpass",SC::L1
橛,a peg,jue2,tree,⿰ (left-right),⿰木厥,木 = tree,SC::L1
橇,sled,qiao1,tree,⿰ (left-right),⿰木毳,木 = tree,SC::L1
樵,firewood,qiao2,tree + apprehensive / char,⿰ (left-right),⿰木焦,"木 = tree, 焦 = apprehensive / char",SC::L1
檎,used in 林檎[lin2 qin2],qin2,tree + fowl,⿰ (left-right),⿰木禽,"木 = tree, 禽 = fowl",SC::L1
橹,old variant of 櫓|橹[lu3],lu3,tree + Lu,⿰ (left-right),⿰木鲁,"木 = tree, 鲁 = Lu",SC::L1
樽,bottle,zun1,tree + venerate / revered,⿰ (left-right),⿰木尊,"木 = tree, 尊 = venerate / revered",SC::L1
樨,Osmanthus fragrans,xi1,tree + rhinoceros,⿰ (left-right),⿰木犀,"木 = tree, 犀 = rhinoceros",SC::L1
橼,used in 枸櫞|枸橼[ju3 yuan2] and 香櫞|香橼[xiang1 yuan2],yuan2,tree + reason,⿰ (left-right),⿰木缘,"木 = tree, 缘 = reason",SC::L1
墼,unfired brick,ji1,soil,⿱ (top-bottom),⿱𣪠土,土 = soil,SC::L1
橐,tube open at both ends,tuo2,,⿱ (top-bottom),⿱{38}䂞,,SC::L1
翮,quill,he2,cauldron + feathers,⿰ (left-right),⿰鬲羽,"鬲 = cauldron, 羽 = feathers",SC::L1
醛,aldehyde,quan2,sign of the bird,⿰ (left-right),⿰酉荃,酉 = sign of the bird,SC::L1
醐,used in 醍醐[ti2 hu2],hu2,sign of the bird + recklessly / uncivilized,⿰ (left-right),⿰酉胡,"酉 = sign of the bird, 胡 = recklessly / uncivilized",SC::L1
醍,essential oil of butter,ti2,sign of the bird + be / just so,⿰ (left-right),⿰酉是,"酉 = sign of the bird, 是 = be / just so",SC::L1
醚,ether,mi2,sign of the bird + lost / astray,⿰ (left-right),⿰酉迷,"酉 = sign of the bird, 迷 = lost / astray",SC::L1
磲,white button of 6th rank,qu2,stone + canal,⿰ (left-right),⿰石渠,"石 = stone, 渠 = canal",SC::L1
赝,counterfeit,yan4,wild goose + shellfish,⿸ (top-left-wrap),⿸雁贝,"雁 = wild goose, 贝 = shellfish",SC::L1
飙,very strong wind,biao1,gale + wind,⿰ (left-right),⿰猋风,"猋 = gale, 风 = wind",SC::L1
殪,die,yi4,malicious,⿰ (left-right),⿰歹壹,歹 = malicious,SC::L1
霖,continued rain,lin2,rain + woods / grove,⿱ (top-bottom),⿱雨林,"雨 = rain, 林 = woods / grove",SC::L1
霏,fall of snow,fei1,rain + non- / un-,⿱ (top-bottom),⿱雨非,"雨 = rain, 非 = non- / un-",SC::L1
霓,Japanese cicada,ni2,rain + youngster,⿱ (top-bottom),⿱雨兒,"雨 = rain, 兒 = youngster",SC::L1
錾,engraving tool,zan4,hew + gold,⿱ (top-bottom),⿱斩金,"斩 = hew, 金 = gold",SC::L1
辚,rumbling of wheels,lin2,car + jack-o’-lantern,⿰ (left-right),⿰车粦,"车 = car, 粦 = jack-o’-lantern",SC::L1
臻,to arrive,zhen1,until / climax + Qin / Manchu dynasty,⿰ (left-right),⿰至秦,"至 = until / climax, 秦 = Qin / Manchu dynasty",SC::L1
遽,at once,ju4,road + a wild boar,⿺ (bottom-left-wrap),⿺辶豦,"辶 = road, 豦 = a wild boar",SC::L1
氅,overcoat,chang3,spacious + fur,⿱ (top-bottom),⿱敞毛,"敞 = spacious, 毛 = fur",SC::L1
瞟,to cast a glance,piao3,eye + ticket / ballot,⿰ (left-right),⿰目票,"目 = eye, 票 = ticket / ballot",SC::L1
瞠,stare at sth beyond reach,cheng1,eye + main room / public chamber,⿰ (left-right),⿰目堂,"目 = eye, 堂 = main room / public chamber",SC::L1
瞰,to look down from a height,kan4,eye + brave / daring,⿰ (left-right),⿰目敢,"目 = eye, 敢 = brave / daring",SC::L1
嚄,oh! (2),huo4,mouth,⿰ (left-right),⿰口蒦,口 = mouth,SC::L1
嚆,noise,hao1,mouth,⿰ (left-right),⿰口蒿,口 = mouth,SC::L1
噤,unable to speak,jin4,mouth + prohibit / prohibition,⿰ (left-right),⿰口禁,"口 = mouth, 禁 = prohibit / prohibition",SC::L1
暾,sun above the horizon,tun1,day + candid / empathetic,⿰ (left-right),⿰日敦,"日 = day, 敦 = candid / empathetic",SC::L1
蹀,to stamp one's foot,die2,family tree,⿰ (left-right),⿰𧾷枼,枼 = family tree,SC::L1
踹,to kick,chuai4,prospector,⿰ (left-right),⿰𧾷耑,耑 = prospector,SC::L1
踵,to follow,zhong3,heavy,⿰ (left-right),⿰𧾷重,重 = heavy,SC::L1
踽,walk alone,ju3,,⿰ (left-right),⿰𧾷禹,,SC::L1
蹉,to error,cuo1,fall short of / distinction,⿰ (left-right),⿰𧾷差,差 = fall short of / distinction,SC::L1
蹁,to walk with a limp,pian2,flat,⿰ (left-right),⿰𧾷扁,扁 = flat,SC::L1
螨,mite,man3,insect,⿰ (left-right),⿰虫𬜯,虫 = insect,SC::L1
蟒,python,mang3,insect + rude,⿰ (left-right),⿰虫莽,"虫 = insect, 莽 = rude",SC::L1
螈,newt,yuan2,insect + flatlands / meadow,⿰ (left-right),⿰虫原,"虫 = insect, 原 = flatlands / meadow",SC::L1
螅,used in 水螅[shui3 xi1],xi1,insect + breath,⿰ (left-right),⿰虫息,"虫 = insect, 息 = breath",SC::L1
螭,dragon with horns not yet grown (in myth or heraldry),chi1,insect + leave,⿰ (left-right),⿰虫离,"虫 = insect, 离 = leave",SC::L1
螠,echiuroid (spoon worm),yi4,insect + benefit,⿰ (left-right),⿰虫益,"虫 = insect, 益 = benefit",SC::L1
螟,boring insect,ming2,insect,⿰ (left-right),⿰虫冥,虫 = insect,SC::L1
噱,loud laughter,jue2,mouth + a wild boar,⿰ (left-right),⿰口豦,"口 = mouth, 豦 = a wild boar",SC::L1
噬,to devour,shi4,mouth,⿰ (left-right),⿰口筮,口 = mouth,SC::L1
噫,yeah (interjection of approval),yi1,mouth + idea,⿰ (left-right),⿰口意,"口 = mouth, 意 = idea",SC::L1
噻,character used in translation,sai1,mouth + stronghold / block up,⿰ (left-right),⿰口塞,"口 = mouth, 塞 = stronghold / block up",SC::L1
噼,child's buttocks (esp. Cantonese),pi1,mouth + repudiate,⿰ (left-right),⿰口辟,"口 = mouth, 辟 = repudiate",SC::L1
罹,happen to,li2,thinking / ponder,⿱ (top-bottom),⿱罒惟,惟 = thinking / ponder,SC::L1
圜,encircle,huan2,pent in,⿴ (surround),⿴囗睘,囗 = pent in,SC::L1
䦃,to dig with a hoe,,-ing / author / renowned,⿰ (left-right),⿰钅著,著 = -ing / author / renowned,SC::L1
镖,dart-like throwing weapon,biao1,ticket / ballot,⿰ (left-right),⿰钅票,票 = ticket / ballot,SC::L1
镗,noise of drums,tang1,main room / public chamber,⿰ (left-right),⿰钅堂,堂 = main room / public chamber,SC::L1
镘,side of coin without words,man4,drawn out / mandala,⿰ (left-right),⿰钅曼,曼 = drawn out / mandala,SC::L1
镚,small coin,beng4,crumble,⿰ (left-right),⿰钅崩,崩 = crumble,SC::L1
镛,large bell,yong1,mediocre / comfortable,⿰ (left-right),⿰钅庸,庸 = mediocre / comfortable,SC::L1
镝,dysprosium (chemistry),di1,antique,⿰ (left-right),⿰钅啇,啇 = antique,SC::L1
镞,arrowhead,zu2,tribe,⿰ (left-right),⿰钅族,族 = tribe,SC::L1
镠,fine gold,liu2,kiddie cocktail,⿰ (left-right),⿰钅翏,翏 = kiddie cocktail,SC::L1
氇,used in 氆氌|氆氇[pu3 lu5],lu3,fur + Lu,⿺ (bottom-left-wrap),⿺毛鲁,"毛 = fur, 鲁 = Lu",SC::L1
氆,rough serge from Tibet,pu3,fur + universal,⿺ (bottom-left-wrap),⿺毛普,"毛 = fur, 普 = universal",SC::L1
憩,to rest,qi4,tongue + oneself + heart,⿱ (top-bottom),⿱⿰舌自心,"舌 = tongue, 自 = oneself, 心 = heart",SC::L1
穑,gather in harvest,se4,standing grain,⿰ (left-right),⿰禾啬,禾 = standing grain,SC::L1
篝,bamboo frame for drying clothes,gou1,inner rooms of palace,⿱ (top-bottom),⿱𥫗冓,冓 = inner rooms of palace,SC::L1
篥,bamboos good for poles,li4,chestnut,⿱ (top-bottom),⿱𥫗栗,栗 = chestnut,SC::L1
篦,fine-toothed comb,bi4,,⿱ (top-bottom),⿱𥫗𣬉,,SC::L1
篪,bamboo flute with 7 or 8 holes,chi2,,⿱ (top-bottom),⿱𥫗虒,,SC::L1
篙,pole for punting boats,gao1,tall,⿱ (top-bottom),⿱𥫗高,高 = tall,SC::L1
盥,to wash (especially hands),guan4,water + dish,⿱ (top-bottom),⿱⿴𦥑水皿,"水 = water, 皿 = dish",SC::L1
劓,cut off the nose,yi4,nose,⿰ (left-right),⿰鼻刂,鼻 = nose,SC::L1
翱,roam,ao2,feathers,⿰ (left-right),⿰皋羽,羽 = feathers,SC::L1
魉,used in 魍魎|魍魉[wang3 liang3],liang3,ghost + dos,⿺ (bottom-left-wrap),⿺鬼两,"鬼 = ghost, 两 = dos",SC::L1
魈,used in 山魈[shan1 xiao1],xiao1,ghost + resemble / resemblance,⿺ (bottom-left-wrap),⿺鬼肖,"鬼 = ghost, 肖 = resemble / resemblance",SC::L1
徼,to go around,jiao3,homing pigeon,⿰ (left-right),⿰彳敫,敫 = homing pigeon,SC::L1
歙,name of a district in Anhui,she4,lack,⿰ (left-right),⿰翕欠,欠 = lack,SC::L1
膳,board,shan4,month + virtuous,⿰ (left-right),⿰月善,"月 = month, 善 = virtuous",SC::L1
膦,phosphine,lin4,month + jack-o’-lantern,⿰ (left-right),⿰月粦,"月 = month, 粦 = jack-o’-lantern",SC::L1
膙,callous skin on the feet,jiang3,month + strong,⿰ (left-right),⿰月强,"月 = month, 强 = strong",SC::L1
鲮,mud carp (Cirrhina molitorella),ling2,fish + Minuteclods,⿰ (left-right),⿰鱼夌,"鱼 = fish, 夌 = Minuteclods",SC::L1
鲱,Pacific herring,fei1,fish + non- / un-,⿰ (left-right),⿰鱼非,"鱼 = fish, 非 = non- / un-",SC::L1
鲲,fry (newly hatched fish),kun1,fish + descendants,⿰ (left-right),⿰鱼昆,"鱼 = fish, 昆 = descendants",SC::L1
鲳,the silvery pomfret,chang1,fish + prosperous,⿰ (left-right),⿰鱼昌,"鱼 = fish, 昌 = prosperous",SC::L1
鲴,"Xenocypris, genus of cyprinid fish found in eastern Asia",gu4,fish + solid / harden,⿰ (left-right),⿰鱼固,"鱼 = fish, 固 = solid / harden",SC::L1
鲵,Cryptobranchus japonicus,ni2,fish + youngster,⿰ (left-right),⿰鱼兒,"鱼 = fish, 兒 = youngster",SC::L1
鲷,porgy,diao1,fish + circumference,⿰ (left-right),⿰鱼周,"鱼 = fish, 周 = circumference",SC::L1
鲻,mullet,zi1,fish,⿰ (left-right),⿰鱼甾,鱼 = fish,SC::L1
獴,mongoose,meng3,Mongolia / darken,⿰ (left-right),⿰犭蒙,蒙 = Mongolia / darken,SC::L1
獭,otter,ta3,rely on,⿰ (left-right),⿰犭赖,赖 = rely on,SC::L1
獬,a fabulous monster,xie4,untie / unravel,⿰ (left-right),⿰犭解,解 = untie / unravel,SC::L1
邂,unexpected meeting,xie4,road + untie / unravel,⿺ (bottom-left-wrap),⿺辶解,"辶 = road, 解 = untie / unravel",SC::L1
鹧,Francolinus chinensis,zhe4,bird,⿰ (left-right),⿰庶鸟,鸟 = bird,SC::L1
廨,government office,xie4,extensive + untie / unravel,⿸ (top-left-wrap),⿸广解,"广 = extensive, 解 = untie / unravel",SC::L1
赟,good appearance,yun1,shellfish,⿱ (top-bottom),⿱斌贝,贝 = shellfish,SC::L1
瘰,scrofula,luo3,sickness + tired / accumulate,⿸ (top-left-wrap),⿸疒累,"疒 = sickness, 累 = tired / accumulate",SC::L1
廪,government granary,lin3,extensive,⿸ (top-left-wrap),⿸广禀,广 = extensive,SC::L1
瘿,goiter,ying3,sickness + baby,⿸ (top-left-wrap),⿸疒婴,"疒 = sickness, 婴 = baby",SC::L1
瘵,disease (esp. tuberculosis),zhai4,sickness + offer sacrifice / ritual,⿸ (top-left-wrap),⿸疒祭,"疒 = sickness, 祭 = offer sacrifice / ritual",SC::L1
瘴,miasma,zhang4,sickness + chapter / badge,⿸ (top-left-wrap),⿸疒章,"疒 = sickness, 章 = chapter / badge",SC::L1
癃,infirmity,long2,sickness + impressive / hump,⿸ (top-left-wrap),⿸疒隆,"疒 = sickness, 隆 = impressive / hump",SC::L1
瘳,to convalesce,chou1,sickness + kiddie cocktail,⿸ (top-left-wrap),⿸疒翏,"疒 = sickness, 翏 = kiddie cocktail",SC::L1
斓,used in 斑斕|斑斓[ban1 lan2],lan2,literature / sentence,⿰ (left-right),⿰文阑,文 = literature / sentence,SC::L1
麇,hornless deer,jun1,deer + standing grain,⿸ (top-left-wrap),⿸鹿禾,"鹿 = deer, 禾 = standing grain",SC::L1
麈,leader of herd,zhu3,deer + lord,⿸ (top-left-wrap),⿸鹿主,"鹿 = deer, 主 = lord",SC::L1
嬴,"old variant of 贏|赢[ying2], to win, to profit",Ying2,month + woman + ordinary / mediocre,⿱ (top-bottom),⿱吂⿲月女凡$(GKP[B]),"月 = month, 女 = woman, 凡 = ordinary / mediocre",SC::L1
壅,to stop up,yong1,soil,⿱ (top-bottom),⿱雍土,土 = soil,SC::L1
羲,surname Xi (2),Xi1,standing grain + snare,⿱ (top-bottom),⿱𦍌⿹⿻禾{97}丂,"禾 = standing grain, 丂 = snare",SC::L1
糗,dry rations (for a journey),Qiu3,rice + stinking,⿰ (left-right),⿰米臭,"米 = rice, 臭 = stinking",SC::L1
瞥,to shoot a glance,pie1,shredder + eye,⿱ (top-bottom),⿱敝目,"敝 = shredder, 目 = eye",SC::L1
甑,rice pot,zeng4,formerly + tile,⿰ (left-right),⿰曾瓦,"曾 = formerly, 瓦 = tile",SC::L1
燎,to set afire,liao2,fire + pup tent,⿰ (left-right),⿰火尞,"火 = fire, 尞 = pup tent",SC::L1
燠,warmth,yu4,fire + of great depth / core,⿰ (left-right),⿰火奥,"火 = fire, 奥 = of great depth / core",SC::L1
燔,burn,fan2,fire + try / turn,⿰ (left-right),⿰火番,"火 = fire, 番 = try / turn",SC::L1
燧,material or tool used to light a fire by means of friction or the sun's rays,sui4,fire + satisfy / consummate,⿰ (left-right),⿰火遂,"火 = fire, 遂 = satisfy / consummate",SC::L1
濑,rushing of water,lai4,rely on,⿰ (left-right),⿰氵赖,赖 = rely on,SC::L1
濉,a river in Anui,sui1,,⿰ (left-right),⿰氵睢,,SC::L1
潞,a county in Yunnan,Lu4,path,⿰ (left-right),⿰氵路,路 = path,SC::L1
澧,"Lishui River in north Hunan, flowing into Lake Dongting 洞庭湖[Dong4 ting2 Hu2]",Li3,bountiful,⿰ (left-right),⿰氵豊,豊 = bountiful,SC::L1
澹,placid,Tan2,verbose,⿰ (left-right),⿰氵詹,詹 = verbose,SC::L1
澥,to become watery,xie4,untie / unravel,⿰ (left-right),⿰氵解,解 = untie / unravel,SC::L1
澶,still (as of water),chan2,Mr. Hyde,⿰ (left-right),⿰氵亶,亶 = Mr. Hyde,SC::L1
濂,name of a river in Hunan,lian2,inexpensive / bargain,⿰ (left-right),⿰氵廉,廉 = inexpensive / bargain,SC::L1
褰,"to lift (clothes, sheets)",qian1,clothing / garment,⿱ (top-bottom),⿱𡨄衣,衣 = clothing / garment,SC::L1
寰,large domain,huan2,house,⿱ (top-bottom),⿱宀睘,宀 = house,SC::L1
窸,faint sound,xi1,hole + be informed / without exception,⿱ (top-bottom),⿱穴悉,"穴 = hole, 悉 = be informed / without exception",SC::L1
褶,court dress,xi2,learn,⿰ (left-right),⿰衤習,習 = learn,SC::L1
禧,happiness,xi3,joyful / rejoice,⿰ (left-right),⿰礻喜,喜 = joyful / rejoice,SC::L1
嬖,favorite,bi4,repudiate + woman,⿱ (top-bottom),⿱辟女,"辟 = repudiate, 女 = woman",SC::L1
犟,stubborn (2),jiang4,strong + cow,⿱ (top-bottom),⿱强牛,"强 = strong, 牛 = cow",SC::L1
隰,low,Xi2,pinnacle,⿰ (left-right),⿰阝㬎,阝 = pinnacle,SC::L1
嬗,to go through successive changes,shan4,woman + Mr. Hyde,⿰ (left-right),⿰女亶,"女 = woman, 亶 = Mr. Hyde",SC::L1
颡,the forehead,sang3,mulberry tree + page,⿰ (left-right),⿰桑页,"桑 = mulberry tree, 页 = page",SC::L1
缱,attached to,qian3,thread + dispatch,⿰ (left-right),⿰纟遣,"纟 = thread, 遣 = dispatch",SC::L1
缲,hem with invisible stitches,qiao1,thread + wood pulp,⿰ (left-right),⿰纟喿,"纟 = thread, 喿 = wood pulp",SC::L1
缳,to bind,huan2,thread,⿰ (left-right),⿰纟睘,纟 = thread,SC::L1
璨,gem (2),can4,,⿰ (left-right),⿰𤣩粲,,SC::L1
璩,jade ring,Qu2,a wild boar,⿰ (left-right),⿰𤣩豦,豦 = a wild boar,SC::L1
璐,beautiful variety of jade,lu4,path,⿰ (left-right),⿰𤣩路,路 = path,SC::L1
璪,pendant of pearls on coronet,zao3,wood pulp,⿰ (left-right),⿰𤣩喿,喿 = wood pulp,SC::L1
螫,(of a bee or spider etc) to sting or bite,shi4,insect,⿱ (top-bottom),⿱赦虫,虫 = insect,SC::L1
擤,to blow (one's nose),xing3,fingers + nose,⿰ (left-right),⿰扌鼻,"扌 = fingers, 鼻 = nose",SC::L1
壕,trench,hao2,soil + unrestrained / overpowering,⿰ (left-right),⿰土豪,"土 = soil, 豪 = unrestrained / overpowering",SC::L1
觳,ancient measuring vessel (same as 斛),hu2,soldier / gentleman + crown + one + angle + missile,⿰ (left-right),⿰⿱⿳士冖一角殳,"士 = soldier / gentleman, 冖 = crown, 一 = one, 角 = angle, 殳 = missile",SC::L1
罄,to use up,qing4,civil war + tin can,⿱ (top-bottom),⿱殸缶,"殸 = civil war, 缶 = tin can",SC::L1
擢,to pull out,zhuo2,fingers + headdress,⿰ (left-right),⿰扌翟,"扌 = fingers, 翟 = headdress",SC::L1
薹,Carex dispalatha,tai2,flower + Taiwan,⿱ (top-bottom),⿱艹臺,"艹 = flower, 臺 = Taiwan",SC::L1
鞡,Taiwan pr. [la1],la5,leather + pull / yank,⿰ (left-right),⿰革拉,"革 = leather, 拉 = pull / yank",SC::L1
鞬,a quiver on a horse,jian1,leather + build,⿰ (left-right),⿰革建,"革 = leather, 建 = build",SC::L1
薷,Elshotria paltrini,ru2,flower + need / demand,⿱ (top-bottom),⿱艹需,"艹 = flower, 需 = need / demand",SC::L1
薰,fragrance,xun1,flower + treat with smoke,⿱ (top-bottom),⿱艹熏,"艹 = flower, 熏 = treat with smoke",SC::L1
藓,moss,xian3,flower + fresh,⿱ (top-bottom),⿱艹鲜,"艹 = flower, 鲜 = fresh",SC::L1
藁,straw,gao3,flower,⿱ (top-bottom),⿱艹槀,艹 = flower,SC::L1
檄,call arms,xi2,tree + homing pigeon,⿰ (left-right),⿰木敫,"木 = tree, 敫 = homing pigeon",SC::L1
檩,cross-beam,lin3,tree,⿰ (left-right),⿰木禀,木 = tree,SC::L1
懋,to be hardworking,mao4,heart,⿱ (top-bottom),⿱楙心,心 = heart,SC::L1
醢,minced meat,hai3,sign of the bird,⿰ (left-right),⿰酉𥁓,酉 = sign of the bird,SC::L1
翳,feather screen,yi4,feathers,⿱ (top-bottom),⿱殹羽,羽 = feathers,SC::L1
礅,stone block,dun1,stone + candid / empathetic,⿰ (left-right),⿰石敦,"石 = stone, 敦 = candid / empathetic",SC::L1
