character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
菠,spinach,1907,1962,,bō: spinach,flower + waves,⿱ (top-bottom),⿱艹波,"艹 = flower, 波 = waves",RSH RTH,RSH2::L24 RTH2::L24
菩,bodhisattva / bo tree,1691,1721,2957,pú: Bodhisattva,flower + muzzle,⿱ (top-bottom),⿱艹咅,"艹 = flower, 咅 = muzzle",RSH RTH RTK,RSH2::L19 RTH2::L19 RTK3v2::CH05
菱,water caltrop / diamond,2497,2349,1517,"líng: Trapa natans, water caltrop",flower + Minuteclods,⿱ (top-bottom),⿱艹夌,"艹 = flower, 夌 = Minuteclods",RSH RTH RTK,RSH2::L34 RTH2::L38 RTK1v5::L39
菲,humble,2560,2632,,"Fēi: abbr. for the Philippines 菲律賓|菲律宾[Fēi lǜ bīn] | fēi: luxuriant (plant growth), rich with fragrance, phenanthrene C14H10 | fěi: poor, humble, unworthy, radish (old)",flower + jail cell,⿱ (top-bottom),⿱艹非,"艹 = flower, 非 = non- (alias: jail cell)",RSH RTH,RSH2::L41 RTH2::L41
菸,tobacco,1702,,,"yān: variant of 煙|烟[yān], cigarette, tobacco, smoke | yū: to wither, dried leaves, faded, withered",floor + walking stick + walking stick + compass + umbrella + eight,⿱ (top-bottom),⿱艹於,"一 = one (alias: floor), 丨 = walking stick, 方 = direction (alias: compass), 𠆢 = umbrella, ⺀ = eight",RTH,RTH2::L19
萄,grapes (B) / grape vine,2996,2994,2379,táo: grapes,flower + canteen,⿱ (top-bottom),⿱艹匋,"艹 = flower, 匋 = canteen",RSH RTH RTK,RSH2::Compounds RTH2::Compounds RTK3v2::CH02
萌,bud / germinate,1561,1580,2377,"méng: to sprout, to bud, to have a strong affection for (slang), adorable (loanword from Japanese 萌え moe, slang describing affection for a cute character)",flower + bright,⿱ (top-bottom),⿱艹明,"艹 = flower, 明 = bright",RSH RTH RTK,RSH2::L10 RTH2::L10 RTK3v2::CH02
萍,duckweed,2465,2530,,píng: duckweed,apple + water,⿱ (top-bottom),⿱艹泙,"亦 = likewise (alias: apple), 水 = water (alias: snowflake)",RSH RTH,RSH2::L38 RTH2::L38
萎,wilt / numb,1947,2022,2355,"wēi: spiritless, withered | wěi: wither",flower + committee,⿱ (top-bottom),⿱艹委,"艹 = flower, 委 = committee",RSH RTH RTK,RSH2::L25 RTH2::L25 RTK3v2::CH02
萝,edible root,,1583,,luó: radish,flower + silk gauze,⿱ (top-bottom),⿱艹罗,"艹 = flower, 罗 = silk gauze",RSH,RSH2::L10
萤,firefly,,2123,,"yíng: firefly, glow-worm",greenhouse + insect,⿱ (top-bottom),⿱𫇦虫,"囧荣－木 = greenhouse, 虫 = insect",RSH,RSH2::L27
营,camp,,869,,"yíng: camp, barracks, battalion, to build",greenhouse + spine,⿱ (top-bottom),⿱𫇦吕,"囧荣－木 = greenhouse, 吕 = spine",RSH,RSH1::L27
萧,desolate,,2214,,"xiāo: miserable, desolate, dreary, Chinese mugwort",flower + solemn,⿱ (top-bottom),⿱艹肃,"艹 = flower, 肃 = solemn",RSH,RSH2::L30
萨,Samoa,,2711,,"Sà: Bodhisattva, surname Sa",flower + pinnacle + products,⿱ (top-bottom),⿱艹⿰阝产,"艹 = flower, 阝 = pinnacle, 产 = products (alias: bungi-jumper)",RSH,RSH2::L44
落,fall,287,316,299,"lào: see 落[luò] | là: to leave out, to be missing, to leave behind or forget to bring, to lag or fall behind | luò: to fall or drop, (of the sun) to set, (of a tide) to go out, to lower",L.A. + flower,⿱ (top-bottom),⿱艹洛,"洛 = L.A., 艹 = flower",RSH RTH RTK,RSH1::L13 RTH1::L13 RTK1v5::L13
著,-ing / author / renowned,960,1040,1258,"zhāo: (chess) move, trick, all right!, (dialect) to add | zháo: to touch, to come in contact with, to feel, to be affected by | zhe: aspect particle indicating action in progress | zhuó: to wear (clothes), to contact, to use, to apply",flower + puppet,⿱ (top-bottom),⿱艹者,"艹 = flower, 者 = someone (alias: puppet)",RSH RTH RTK,RSH1::L33 RTH1::L33 RTK1v5::L34
葛,kudzu,2058,2108,2398,"gé: kudzu (Pueraria lobata), hemp cloth",flower + siesta,⿱ (top-bottom),⿱艹曷,"艹 = flower, 曷 = siesta",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK3v2::CH02
葡,grapes (A),2995,2993,2378,"Pú: Portugal, Portuguese, abbr. for 葡萄牙[Pú táo yá] | pú: grapes",flower + bound up + dog tag,⿱ (top-bottom),⿱艹匍,"艹 = flower, 勹 = bound up, 甫 = Fu (alias: dog tag)",RSH RTH RTK,RSH2::Compounds RTH2::Compounds RTK3v2::CH02
董,director,2592,2657,,"dǒng: to supervise, to direct, director",flower + heavy,⿱ (top-bottom),⿱艹重,"艹 = flower, 重 = heavy",RSH RTH,RSH2::L42 RTH2::L42
葬,inter / interment,665,716,816,"zàng: to bury (the dead), to inter",flower + death + two hands,⿳ (top-mid-bottom),⿳艹死廾,"艹 = flower, 死 = death, 开 = open (alias: two hands)",RSH RTH RTK,RSH1::L24 RTH1::L24 RTK1v5::L25
葱,onion,,2131,2389,"cōng: scallion, green onion",flower + hurriedly + heart,⿱ (top-bottom),⿱艹怱,"艹 = flower, 匆 = hurriedly, 心 = heart (alias: state of mind, valentine)",RSH RTK,RSH2::L28 RTK3v2::CH02
葵,large-flowered plants / hollyhock,2629,2692,2391,kuí: sunflower,flower + teepee + heavens,⿱ (top-bottom),⿱艹癸,"艹 = flower, 癶 = teepee, 天 = heavens",RSH RTH RTK,RSH2::L43 RTH2::L43 RTK3v2::CH02
蒂,fruit stem,1673,1702,,dì: stem (of fruit),flower + sovereign,⿱ (top-bottom),⿱艹帝,"艹 = flower, 帝 = sovereign",RSH RTH,RSH2::L18 RTH2::L18
蒋,Jiang,,2469,,"Jiǎng: surname Jiang, refers to Chiang Kai-shek 蔣介石|蒋介石",General + flower,⿱ (top-bottom),⿱艹将,"将 = General, 艹 = flower",RSH,RSH2::L37
蒙,Mongolia / darken,1719,2125,2384,"méng: drizzle, mist, blind, dim sighted | mēng: to deceive, to cheat, to hoodwink, to make a wild guess | Měng: Mongol ethnic group, abbr. for Mongolia 蒙古國|蒙古国[Měng gǔ guó], Taiwan pr. [Méng]",greenhouse + ceiling + sow,⿱ (top-bottom),⿱艹冡,"囧荣－木 = greenhouse, 一 = one (alias: ceiling), 豕 = sow",RSH RTH RTK,RSH2::L27 RTH2::L20 RTK3v2::CH02
蒜,garlic,2107,2166,2404,"suàn: garlic, CL:頭|头[tóu],瓣[bàn]",altar + flower,⿱ (top-bottom),⿱艹祘,"示 = show (alias: altar), 艹 = flower",RSH RTH RTK,RSH2::L29 RTH2::L29 RTK3v2::CH02
蒲,cattail / bullrush,2730,2792,1838,"pú: refers to various monocotyledonous flowering plants including Acorus calamus and Typha orientalis, common cattail, bullrush",river mouth + flower,⿱ (top-bottom),⿱艹浦,"浦 = river mouth, 艹 = flower",RSH RTH RTK,RSH2::L48 RTH2::L48 RTK1v5::L49
蒸,steam,1373,1413,1900,"zhēng: to evaporate, (of cooking) to steam, torch made from hemp stalks or bamboo (old), finely chopped firewood (old)",flower + floor + cooking fire + -ed + water,⿱ (top-bottom),⿱艹烝,"艹 = flower, 一 = one (alias: floor), 火 = fire (alias: cooking fire), 了 = -ed, 水 = water (alias: snowflake)",RSH RTH RTK,RSH1::L50 RTH1::L50 RTK1v5::L51
蓄,save up / amass,2348,2414,1385,"xù: to store up, to grow (e.g. a beard), to entertain (ideas)",flower + livestock,⿱ (top-bottom),⿱艹畜,"艹 = flower, 畜 = livestock",RSH RTH RTK,RSH2::L35 RTH2::L35 RTK1v5::L36
蓉,cottonrose hibiscus (B) / lotus blossom,3035,2990,2362,"róng: see 芙蓉[fú róng], lotus",flower + contain,⿱ (top-bottom),⿱艹容,"艹 = flower, 容 = contain",RSH RTH RTK,RSH2::Compounds RTH2::Postscript 1 RTK3v2::CH02
蓝,blue,,1143,,"lán: blue, indigo plant",flower + hidden camera,⿱ (top-bottom),⿱艹监,"艹 = flower, 监 = supervise (alias: hidden camera)",RSH,RSH1::L37
蓬,disheveled / wormwood,2525,2586,2375,"péng: fleabane (family Asteraceae), disheveled, classifier for luxuriant plants, smoke, ashes, campfires: clump, puff",flower + chance upon,⿱ (top-bottom),⿱艹逢,"艹 = flower, 逢 = chance upon",RSH RTH RTK,RSH2::L39 RTH2::L39 RTK3v2::CH02
蔑,despise / revile,1637,1665,2390,"miè: to belittle, nothing, defiled with blood",flower + net + march,⿳ (top-mid-bottom),⿳艹罒戍,"艹 = flower, 目 = eye (alias: net), 戌 = march",RSH RTH RTK,RSH2::L16 RTH2::L16 RTK3v2::CH02
蔓,creeping vine / tendril,,1976,2359,"mán: turnip, Brassica campestris | màn: creeper, to spread",flower + mandala,⿱ (top-bottom),⿱艹曼,"艹 = flower, 曼 = drawn out (alias: mandala)",RSH RTK,RSH2::L24 RTK3v2::CH02
蔚,luxuriant / grow plentiful,2106,2164,2406,"wèi: Artemisia japonica, luxuriant, resplendent, impressive",flower + Cardinal Richelieu,⿱ (top-bottom),⿱艹尉,"艹 = flower, 尉 = Cardinal Richelieu",RSH RTH RTK,RSH2::L29 RTH2::L29 RTK3v2::CH02
蔬,veggies,1877,1922,,shū: vegetables,flower + sparse,⿱ (top-bottom),⿱艹疏,"艹 = flower, 疏 = sparse",RSH RTH,RSH2::L22 RTH2::L22
蔽,shelter / cover over,1981,2041,2358,"bì: to cover, to shield, to screen, to conceal",flower + shredder,⿱ (top-bottom),⿱艹敝,"艹 = flower, 敝 = shredder",RSH RTH RTK,RSH2::L25 RTH2::L25 RTK3v2::CH02
蕉,banana,1736,1773,2367,jiāo: banana,flower + roast turkey,⿱ (top-bottom),⿱艹焦,"艹 = flower, 焦 = apprehensive (alias: roast turkey)",RSH RTH RTK,RSH2::L20 RTH2::L20 RTK3v2::CH02
蕴,amass,,2496,,"yùn: to accumulate, to hold in store, to contain, to gather together",flower + thread + sun + dish,⿱ (top-bottom),⿱艹缊,"艹 = flower, 纟 = thread, 日 = day (alias: sun), 皿 = dish",RSH,RSH2::L37
蕾,flower bud,1666,1691,,lěi: bud,flower + thunder,⿱ (top-bottom),⿱艹雷,"艹 = flower, 雷 = thunder",RSH RTH,RSH2::L18 RTH2::L18
薄,slight / dilute,2731,2793,227,"bò: see 薄荷[bò he] | báo: thin, cold in manner, indifferent, weak | bó: meager, slight, weak, ungenerous or unkind",cattail + glued to,⿱ (top-bottom),⿱艹溥,"蒲 = cattail, 寸 = Chinese inch (alias: glued to)",RSH RTH RTK,RSH2::L48 RTH2::L48 RTK1v5::L10
薛,Xue,3014,3005,,"Xuē: surname Xue, vassal state during the Zhou Dynasty (1046-256 BC) | xuē: wormwood like grass (classical)",floor + walking stick + walking stick + maestro + chili pepper,⿱ (top-bottom),⿱艹⿰𠂤辛,"一 = one (alias: floor), 丨 = walking stick, 𠂤 = maestro, 辛 = peppery (alias: chili pepper)",RSH RTH,RSH2::Postscript 1 RTH2::Postscript 1
薪,fuel / firewood,1124,1192,1503,"xīn: fuel, salary",flower + new,⿱ (top-bottom),⿱艹新,"艹 = flower, 新 = new",RSH RTH RTK,RSH1::L38 RTH1::L38 RTK1v5::L39
薯,yam,2243,2303,2365,"shǔ: potato, yam",flower + add your John Hancock,⿱ (top-bottom),⿱艹署,"艹 = flower, 署 = add your John Hancock",RSH RTH RTK,RSH2::L33 RTH2::L33 RTK3v2::CH02
藉,excuse / in disorder,2799,2852,,"jiè: variant of 借[jiè], sleeping mat, to placate | jí: to insult, to walk all over (sb)",flower + Christmas tree + times past,⿱ (top-bottom),⿱艹耤,"艹 = flower, 耒 = Christmas tree, 昔 = times past",RSH RTH,RSH2::L51 RTH2::L51
藏,hide,2188,1981,,"Zàng: Tibet, Xizang 西藏 | cáng: to conceal, to hide away, to harbor, to store | zàng: storehouse, depository, Buddhist or Taoist scripture",flower + bunk beds + parade + feudal official,⿱ (top-bottom),⿱艹臧,"艹 = flower, 爿 = bunk beds, 戊 = parade, 臣 = feudal official (alias: underling)",RSH RTH,RSH2::L24 RTH2::L31
藤,rattan / wisteria,2180,2250,1210,"téng: rattan, cane, vine",flower + moon + quarter + snowflake,⿱ (top-bottom),⿱艹滕,"艹 = flower, 月 = month (alias: moon), 囧眷－目 = quarter, 水 = water (alias: snowflake)",RSH RTH RTK,RSH2::L31 RTH2::L31 RTK1v5::L32
藻,algae / seaweed,2264,2333,2035,"zǎo: aquatic grasses, elegant",flower + bath,⿱ (top-bottom),⿱艹澡,"艹 = flower, 澡 = bath",RSH RTH RTK,RSH2::L33 RTH2::L33 RTK1v5::L56
蘑,mushroom (cap),,2995,,mó: mushroom,flower + grind,⿱ (top-bottom),⿱艹磨,"艹 = flower, 磨 = grind",RSH,RSH2::Compounds
虎,tiger,1422,1459,1990,"hǔ: tiger, CL:隻|只[zhī]",magic wand + diced + wind + zoo,⿸ (top-left-wrap),⿸虍几,"卜 = divination (alias: magic wand), 七 = seven (alias: diced), 几 = how many? (alias: wind), 疋 = zoo",RSH RTH RTK,RSH1::L53 RTH1::L53 RTK1v5::L54 primitive
虏,take captive,,2912,,"lǔ: prisoner of war, to capture, to take prisoner",tiger + muscle,⿸ (top-left-wrap),⿸虍力,"虎 = tiger, 力 = power (alias: muscle)",RSH,RSH2::L53
虐,despotic / tyrannize,2867,2913,1998,"nüè: oppressive, tyrannical",tiger + broom,⿸ (top-left-wrap),⿸虍𰀂,"虎 = tiger, 彐 = broom",RSH RTH RTK,RSH2::L53 RTH2::L53 RTK1v5::L54
虑,ponder,,1460,,"lǜ: to think over, to consider, anxiety",tiger + heart,⿸ (top-left-wrap),⿸虍心,"虎 = tiger, 心 = heart (alias: state of mind, valentine)",RSH,RSH1::L53
虚,false / void,,1461,1993,"xū: emptiness, void, abstract theory or guiding principles, empty or unoccupied",tiger + profession,⿸ (top-left-wrap),⿸虍业,"虎 = tiger, 业 = profession",RSH RTK,RSH1::L53 RTK1v5::L54
虧,loss,2873,,,"kuī: deficiency, deficit, luckily",drop + magic wand + ⺂ + floor + hook + floor + hook + dropdrop + walking stick + eyedropper + floor + walking stick + floor + two + snake hook,⿰ (left-right),⿰雐亏,"丿 = drop, ⺊ = divination (alias: magic wand), 一 = one (alias: floor), 乚 = second (alias: hook), ㇒ = dropdrop, 丨 = walking stick, 丶 = a drop of (alias: eyedropper), 二 = two, 亏 = loss (alias: snake hook)",RTH,RTH2::L53 primitive
虫,insect,,509,517,"chóng: lower form of animal life, including insects, insect larvae, worms and similar creatures, CL:條|条[tiáo],隻|只[zhī], person with a particular undesirable characteristic",middle + ㇀ + eyedropper,⿱ (top-bottom),⿱中⿰㇀丶,"中 = middle, 丶 = a drop of (alias: eyedropper)",RSH RTK,RSH1::L20 RTK1v5::L21 primitive
虹,rainbow,1707,1737,520,hóng: rainbow,insect + I-beam,⿰ (left-right),⿰虫工,"虫 = insect, 工 = work (alias: I-beam)",RSH RTH RTK,RSH2::L20 RTH2::L20 RTK1v5::L21
虽,although,,512,,"suī: although, even though",mouth + insect,⿱ (top-bottom),⿱口虫,"口 = mouth, 虫 = insect",RSH,RSH1::L20
虾,shrimp,,510,,"xiā: shrimp, prawn",insect + below,⿰ (left-right),⿰虫下,"虫 = insect, 下 = below",RSH,RSH1::L20
蚀,eat away,,2521,,"shí: to nibble, erosion, eclipse",food + insect,⿰ (left-right),⿰饣虫,"食 = food, 虫 = insect",RSH,RSH2::L37
蚁,ant,,1184,,yǐ: ant,insect + bouquet,⿰ (left-right),⿰虫义,"虫 = insect, 义 = righteousness (alias: bouquet)",RSH,RSH1::L38
蚂,leech-hopper,,2899,,mā: dragonfly | mǎ: ant | mà: grasshopper,insect + horse,⿰ (left-right),⿰虫马,"虫 = insect, 马 = horse",RSH,RSH2::L53
蚊,mosquito,1271,1318,1728,wén: mosquito,insect + Highlander,⿰ (left-right),⿰虫文,"虫 = insect, 文 = literature (alias: Highlander)",RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
蚕,silkworm,,1744,523,cán: silkworm,heavens + insect,⿱ (top-bottom),⿱天虫,"天 = heavens, 虫 = insect",RSH RTK,RSH2::L20 RTK1v5::L21
蛇,serpent / snake,481,513,519,"shé: snake, serpent, CL:條|条[tiáo]",insect + it,⿰ (left-right),⿰虫它,"虫 = insect, 它 = it",RSH RTH RTK,RSH1::L20 RTH1::L20 RTK1v5::L21
蛋,egg / protein,482,514,2683,"dàn: egg, oval shaped, CL:個|个[gè],打[dá]",zoo + insect,⿱ (top-bottom),⿱疋虫,"疋 = zoo, 虫 = insect",RSH RTH RTK,RSH1::L20 RTH1::L20 RTK3v2::CH02
蛙,frog,1709,1741,2693,"wā: frog, CL:隻|只[zhī]",insect + bricks,⿰ (left-right),⿰虫圭,"虫 = insect, 圭 = bricks",RSH RTH RTK,RSH2::L20 RTH2::L20 RTK3v2::CH02
蛛,spider (back end),2982,2978,,"zhū: see 蜘蛛, spider",insect + vermilion,⿰ (left-right),⿰虫朱,"虫 = insect, 朱 = vermilion",RSH RTH,RSH2::Compounds RTH2::Compounds
蛮,barbaric / barbarian,,2952,1747,"mán: barbarian, bullying, very, quite",apple + insect,⿱ (top-bottom),⿱𰁜虫,"亦 = likewise (alias: apple), 虫 = insect",RSH RTK,RSH2::L55 RTK1v5::L45
蛾,moth,1791,1826,2694,é: moth,insect + miser,⿰ (left-right),⿰虫我,"虫 = insect, 囧我 = miser",RSH RTH RTK,RSH2::L22 RTH2::L22 RTK3v2::CH02
蜂,bee,2521,2588,2687,"fēng: bee, wasp",insect + briar,⿰ (left-right),⿰虫夆,"虫 = insect, 夆 = briar",RSH RTH RTK,RSH2::L39 RTH2::L39 RTK3v2::CH02
蜓,dragonfly (back end),2986,2982,,"tíng: see 蜻蜓, dragonfly",insect + royal court,⿰ (left-right),⿰虫廷,"虫 = insect, 廷 = royal court",RSH RTH,RSH2::Compounds RTH2::Compounds
蜗,snail,,2368,,"wō: snail, Taiwan pr. [guā], see 蝸牛|蜗牛[wō niú]",insect + esophagus,⿰ (left-right),⿰虫呙,"虫 = insect, 呙 = esophagus",RSH,RSH2::L34
蜘,spider (front end),2981,2977,,"zhī: see 蜘蛛, spider",insect + know,⿰ (left-right),⿰虫知,"虫 = insect, 知 = know",RSH RTH,RSH2::Compounds RTH2::Compounds
蜜,honey,1789,1825,776,mì: honey,house + certainly + insect,⿱ (top-bottom),⿱宓虫,"宀 = house, 必 = certainly, 虫 = insect",RSH RTH RTK,RSH2::L21 RTH2::L21 RTK1v5::L24
蜡,wax,,2242,,"là: candle, wax",insect + times past,⿰ (left-right),⿰虫昔,"虫 = insect, 昔 = times past",RSH,RSH2::L31
蜻,dragonfly (front end),2985,2981,,"qīng: see 蜻蜓, dragonfly",insect + blue or green,⿰ (left-right),⿰虫青,"虫 = insect, 青 = blue or green (alias: telescope)",RSH RTH,RSH2::Compounds RTH2::Compounds
蝇,flies,,2942,,"yíng: fly, musca, CL:隻|只[zhī]",insect + electrical outlet,⿰ (left-right),⿰虫黾,"虫 = insect, 黾 = electrical outlet",RSH,RSH2::L55
蝉,cicada,,2275,2692,chán: cicada,insect + list,⿰ (left-right),⿰虫单,"虫 = insect, 单 = list",RSH RTK,RSH2::L32 RTK3v2::CH02
蝗,locust,1710,1740,,huáng: locust,insect + emperor,⿰ (left-right),⿰虫皇,"虫 = insect, 皇 = emperor",RSH RTH,RSH2::L20 RTH2::L20
蝠,bat,1708,1738,,fú: bat,insect + wealth,⿰ (left-right),⿰虫畐,"虫 = insect, 畐 = wealth",RSH RTH,RSH2::L20 RTH2::L20
蝴,butterfly (front end),2979,2975,,hú: butterfly,insect + recklessly,⿰ (left-right),⿰虫胡,"虫 = insect, 胡 = recklessly",RSH RTH,RSH2::Compounds RTH2::Compounds
蝶,butterfly (back end),2980,2976,521,"dié: butterfly, CL:隻|只[zhī]",insect + family tree,⿰ (left-right),⿰虫枼,"虫 = insect, 枼 = family tree",RSH RTH RTK,RSH2::Compounds RTH2::Compounds RTK1v5::L21
融,melt / dissolve,2880,2351,1044,"róng: to melt, to thaw, to blend, to merge",cauldron + insect,⿰ (left-right),⿰鬲虫,"鬲 = cauldron, 虫 = insect",RSH RTH RTK,RSH2::L34 RTH2::L53 RTK1v5::L28
螺,spiral shell / screw,2296,2419,2691,"luó: spiral shell, snail, conch",insect + tired,⿰ (left-right),⿰虫累,"虫 = insect, 累 = tired",RSH RTH RTK,RSH2::L35 RTH2::L35 RTK3v2::CH02
蟲,insects,480,,,"chóng: lower form of animal life, including insects, insect larvae, worms and similar creatures, CL:條|条[tiáo],隻|只[zhī], person with a particular undesirable characteristic",middle + ㇀ + eyedropper + middle + ㇀ + eyedropper + middle + ㇀ + eyedropper,⿱ (top-bottom),⿱虫䖵,"中 = middle, 丶 = a drop of (alias: eyedropper)",RTH,RTH1::L20 primitive
蟹,crab,2708,2780,2682,xiè: crab,untie + insect,⿱ (top-bottom),⿱解虫,"解 = untie, 虫 = insect",RSH RTH RTK,RSH2::L47 RTH2::L47 RTK3v2::CH02
蠢,foolish,2530,2599,,"chǔn: blunt, stupid, to wiggle (of worms), sluggish",springtime + insect,⿱ (top-bottom),⿱春䖵,"春 = springtime, 虫 = insect",RSH RTH,RSH2::L39 RTH2::L39
血,blood,1075,1138,1448,"xuè: blood, informal colloquial and Taiwan pr. [xiě], also pr. [xuě], CL:滴[dī],片[piàn]",a drop of + dish,⿱ (top-bottom),⿱㇒皿,"丶 = a drop of (alias: eyedropper), 皿 = dish",RSH RTH RTK,RSH1::L37 RTH1::L37 RTK1v5::L38
衅,quarrel,,2504,,"xìn: quarrel, dispute, a blood sacrifice (arch.)",blood + half,⿰ (left-right),⿰血半,"血 = blood, 半 = half",RSH,RSH2::L37
行,line of business / going,699,754,873,"háng: a row, series, age order (of brothers), profession | xíng: to walk, to go, to travel, a visit | xìng: behavior, conduct",dropdrop + dropdrop + walking stick + floor + floor + 亅,⿰ (left-right),⿰彳亍,"㇒ = dropdrop, 丨 = walking stick, 一 = one (alias: floor)",RSH RTH RTK,RSH1::L24 RTH1::L24 RTK1v5::L25 primitive
衍,develop,1938,2000,,"yǎn: to spread out, to develop, to overflow, to amplify",boulevard + water,⿲ (left-mid-right),⿲彳氵亍,"行 = line of business (alias: boulevard), 水 = water (alias: snowflake)",RSH RTH,RSH2::L24 RTH2::L24
衔,title,,2002,,"xián: variant of 銜|衔[xián], bit (of a bridle), to hold in the mouth, to harbor (feelings)",boulevard + gold,⿲ (left-mid-right),⿲彳钅亍,"行 = line of business (alias: boulevard), 金 = gold (alias: metal)",RSH,RSH2::L24
街,street / boulevard,706,761,890,"jiē: street, CL:條|条[tiáo]",boulevard + bricks,⿲ (left-mid-right),⿲彳圭亍,"行 = line of business (alias: boulevard), 圭 = bricks",RSH RTH RTK,RSH1::L24 RTH1::L24 RTK1v5::L25
衡,weight / equilibrium,1939,2001,891,"héng: to weigh, weight, measure",boulevard + St. Bernard dog + fish,⿲ (left-mid-right),⿲彳𩵋亍,"行 = line of business (alias: boulevard), 大 = large (alias: St. Bernard dog), 鱼 = fish",RSH RTH RTK,RSH2::L24 RTH2::L24 RTK1v5::L25
衣,clothing / garment,375,400,396,"yī: clothes, CL:件[jiàn] | yì: to dress, to wear, to put on (clothes)",top hat,⿱ (top-bottom),⿱亠𧘇,亠 = top hat,RSH RTH RTK,RSH1::L18 RTH1::L18 RTK1v5::L18 primitive
补,patch,,406,,"bǔ: to repair, to patch, to mend, to make up for",clothing + magic wand,⿰ (left-right),⿰衤卜,"衣 = clothing (alias: cloak, scarf, bandana, top hat and scarf), 卜 = divination (alias: magic wand)",RSH,RSH1::L18
表,surface,1161,1219,1546,"biǎo: exterior surface, family relationship via females, to show (one's opinion), a model",grow up + scarf,⿱ (top-bottom),⿱龶𧘇,"囧毒－母 = grow up, 衣 = clothing (alias: scarf)",RSH RTH RTK,RSH1::L39 RTH1::L39 RTK1v5::L40
衫,shirt,2641,2702,,"shān: garment, jacket with open slits in place of sleeves",cloak + rooster tail,⿰ (left-right),⿰衤彡,"衣 = clothing (alias: cloak), 彡 = rooster tail",RSH RTH,RSH2::L44 RTH2::L44
衬,inner garments,,407,,"chèn: (of garments) against the skin, to line, lining, to contrast with",glue + clothing,⿰ (left-right),⿰衤寸,"寸 = Chinese inch (alias: glue), 衣 = clothing (alias: cloak, scarf, bandana, top hat and scarf)",RSH,RSH1::L18
衰,decline,1651,1678,1890,"cuī: mourning garments | shuāi: to decline, to wane, to become weak or feeble",grief + walking stick,⿳ (top-mid-bottom),⿳亠⿻口一𧘇,"哀 = grief, 丨 = walking stick",RSH RTH RTK,RSH2::L18 RTH2::L18 RTK1v5::L51
衷,innermost feelings / inmost,1652,1679,1891,zhōng: inner feelings,walking stick + grief,⿳ (top-mid-bottom),⿳亠中𧘇,"丨 = walking stick, 哀 = grief",RSH RTH RTK,RSH2::L18 RTH2::L18 RTK1v5::L51
袁,Yuan,378,404,,yuán: long robe (old),lidded crock + scarf,⿱ (top-bottom),⿱𠮷𧘇,"囧周－冂 = lidded crock, 衣 = clothing (alias: scarf)",RSH RTH,RSH1::L18 RTH1::L18
袄,short Chinese-style coat,,1698,,"ǎo: coat, jacket, short and lined coat or robe",cloak + die young,⿰ (left-right),⿰衤夭,"衣 = clothing (alias: cloak), 夭 = die young",RSH,RSH2::L18
袋,bag / sack,770,829,1006,"dài: a pouch, bag, sack, pocket",substitute for + clothing,⿱ (top-bottom),⿱代衣,"代 = substitute for, 衣 = clothing (alias: cloak, scarf, bandana, top hat and scarf)",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
袍,robe,1715,1747,,páo: gown (lined),cloak + wrap,⿰ (left-right),⿰衤包,"衣 = clothing (alias: cloak), 包 = wrap",RSH RTH,RSH2::L20 RTH2::L20
袖,sleeve,2111,2170,1108,"xiù: sleeve, to tuck inside one's sleeve",cloak + sprout,⿰ (left-right),⿰衤由,"衣 = clothing (alias: cloak), 由 = wherefore (alias: sprout)",RSH RTH RTK,RSH2::L29 RTH2::L29 RTK1v5::L30
袜,socks,,1677,,"wà: socks, stockings",cloak + last,⿰ (left-right),⿰衤末,"衣 = clothing (alias: cloak), 末 = last",RSH,RSH2::L18
被,quilt / incur,660,711,807,"bèi: quilt, by, (indicates passive-voice clauses), (literary) to cover",cloak + covering,⿰ (left-right),⿰衤皮,"衣 = clothing (alias: cloak), 皮 = covering",RSH RTH RTK,RSH1::L24 RTH1::L24 RTK1v5::L25
袭,raid,,1475,,"xí: to attack, to inherit, classifier for suits (esp. of funeral robes)",dragon + clothing,⿱ (top-bottom),⿱龙衣,"龙 = dragon, 衣 = clothing (alias: cloak, scarf, bandana, top hat and scarf)",RSH,RSH1::L54
袱,wrapping cloth,2010,2076,,fú: bundle wrapped in cloth,cloak + bend over,⿰ (left-right),⿰衤伏,"衣 = clothing (alias: cloak), 伏 = bend over",RSH RTH,RSH2::L26 RTH2::L26
裁,tailor,1648,401,397,"cái: to cut out (as a dress), to cut, to trim, to reduce",clothing + Thanksgiving,⿹ (top-right-wrap),⿹𢦏衣,"衣 = clothing (alias: cloak, scarf, bandana, top hat and scarf), 囧载－车 = Thanksgiving",RSH RTH RTK,RSH1::L18 RTH2::L18 RTK1v5::L18
裂,crack / split,1912,1968,813,"liè: to split, to crack, to break open, to rend",line up + clothing,⿱ (top-bottom),⿱列衣,"列 = line up, 衣 = clothing (alias: cloak, scarf, bandana, top hat and scarf)",RSH RTH RTK,RSH2::L24 RTH2::L24 RTK1v5::L25
