character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
臉,face,788,,,"liǎn: face, CL:張|张[zhāng],個|个[gè]",glass cover + two + umbrella + floor + windup teeth + assembly line,⿰ (left-right),⿰月僉,"<span style=""color:#1a5276"">⺆</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">吅</span> <span style=""color:#666"">chatterbox</span> <span style=""color:#999"">(alias: windup teeth)</span><br><span style=""color:#1a5276"">从</span> <span style=""color:#666"">follow</span> <span style=""color:#999"">(alias: assembly line)</span>",RTH,RTH1::L26
臓,entrails,,,851,,glass cover + two + floor + walking stick + walking stick + parade + box + walking stick + {50} + walking stick,⿰ (left-right),⿰月蔵,"<span style=""color:#1a5276"">⺆</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">戊</span> <span style=""color:#666"">parade</span><br><span style=""color:#1a5276"">匚</span> <span style=""color:#666"">box</span>",RTK,RTK1v5::L25
臘,dried meat,2919,,,"là: 12th lunar month, preserved (meat, fish etc)",glass cover + two + 𡿨 + 𡿨 + 𡿨 + pent in + sheaf + 𠄌 + eight + 𠄌 + eight + ㇂,⿰ (left-right),⿰月巤,"<span style=""color:#1a5276"">⺆</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">㐅</span> <span style=""color:#666"">sheaf</span><br><span style=""color:#1a5276"">⺀</span> <span style=""color:#666"">eight</span>",RTH,RTH2::L55
臟,guts,2189,,,"zàng: viscera, (anatomy) organ",glass cover + two + hide,⿰ (left-right),⿰月藏,"<span style=""color:#1a5276"">⺆</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">藏</span> <span style=""color:#666"">hide</span>",RTH,RTH2::L31
臣,feudal official / retainer,683,731,848,"chén: state official or subject in dynastic China, ""Your Servant"", form of address used when speaking to a ruler, to submit oneself to the rule of or acknowledge allegiance to, to serve a ruler as his subject",box + walking stick + {50} + walking stick,⿷ (surround-open-right),⿷匚⿳丨{50}丨,"<span style=""color:#1a5276"">匚</span> <span style=""color:#666"">box</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",RSH RTH RTK,RSH1::L24 RTH1::L24 RTK1v5::L25 primitive
臥,for sleeping / supinate,2030,,2909,"wò: to lie, to crouch",box + walking stick + {50} + walking stick + person,⿰ (left-right),⿰臣人,"<span style=""color:#1a5276"">匚</span> <span style=""color:#666"">box</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span>",RTH RTK,RTH2::L26 RTK3v2::CH03
臨,be about to / look to,684,,854,"lín: to face, to overlook, to arrive, to be (just) about to",box + walking stick + {50} + walking stick + dropdrop + floor + goods,⿰ (left-right),⿰臣⿱𠂉品,"<span style=""color:#1a5276"">匚</span> <span style=""color:#666"">box</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">品</span> <span style=""color:#666"">goods</span>",RTH RTK,RTH1::L24 RTK1v5::L25
自,oneself,32,33,36,"zì: from, self, oneself, since",a drop of + eye,⿱ (top-bottom),⿱㇒目,"<span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span>",RSH RTH RTK,RSH1::L03 RTH1::L03 RTK1v5::L03 primitive
臭,stinking,231,250,122,"chòu: stench, stink, smelly, to smell (bad) | xiù: sense of smell, smell bad",chihuahua + nose,⿱ (top-bottom),⿱自犬,"<span style=""color:#1a5276"">犬</span> <span style=""color:#666"">pooch</span> <span style=""color:#999"">(alias: chihuahua)</span><br><span style=""color:#1a5276"">自</span> <span style=""color:#666"">oneself</span> <span style=""color:#999"">(alias: nose)</span>",RSH RTH RTK,RSH1::L11 RTH1::L11 RTK1v5::L07
至,until / climax,626,678,753,"zhì: to arrive, most, to, until",wall + soil,⿱ (top-bottom),⿱𠫔土,"<span style=""color:#1a5276"">囧会－亼</span> <span style=""color:#666"">wall</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground, dirt, land)</span>",RSH RTH RTK,RSH1::L22 RTH1::L22 RTK1v5::L23
致,bring about / doth,1872,1916,756,"zhì: fine, delicate, to send, to devote",until + taskmaster,⿰ (left-right),⿰至攵,"<span style=""color:#1a5276"">至</span> <span style=""color:#666"">until</span><br><span style=""color:#1a5276"">攵</span> <span style=""color:#666"">taskmaster</span>",RSH RTH RTK,RSH2::L22 RTH2::L22 RTK1v5::L23
臺,Taiwan,1871,,,"Tái: Taiwan (abbr.) | tái: platform, stage, terrace, stand",aerosol can + crown + until,⿳ (top-mid-bottom),⿳吉冖至,"<span style=""color:#1a5276"">吉</span> <span style=""color:#666"">lucky</span> <span style=""color:#999"">(alias: aerosol can)</span><br><span style=""color:#1a5276"">冖</span> <span style=""color:#666"">crown</span><br><span style=""color:#1a5276"">至</span> <span style=""color:#666"">until</span>",RTH,RTH2::L22
臼,mortar,,,2063,,{112} + floor + floor,⿴ (surround),⿴{112}⿰一一,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span>",RTK,RTK3v2::CH01 primitive
臽,pothole,,,,"xiàn: pitfall, trap (archaic)",mortar + bound up,⿱ (top-bottom),⿱⺈臼,"<span style=""color:#1a5276"">臼</span> <span style=""color:#666"">mortar</span><br><span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span>",,primitive
舀,scoop,,,,"yǎo: to ladle out, to scoop up",claw + mortar,⿱ (top-bottom),⿱爫臼,"<span style=""color:#1a5276"">爪</span> <span style=""color:#666"">claw</span> <span style=""color:#999"">(alias: vulture)</span><br><span style=""color:#1a5276"">臼</span> <span style=""color:#666"">mortar</span>",,primitive
舅,mother's brother / father-in-law,2914,2961,2064,jiù: maternal uncle,mortar + male,⿱ (top-bottom),⿱臼男,"<span style=""color:#1a5276"">臼</span> <span style=""color:#666"">mortar</span><br><span style=""color:#1a5276"">男</span> <span style=""color:#666"">male</span>",RSH RTH RTK,RSH2::L55 RTH2::L55 RTK3v2::CH01
舆,popular,,2459,,"yú: carriage, sedan chair, world",zipper + car,⿳ (top-mid-bottom),⿳⿴𦥑车一八,"<span style=""color:#1a5276"">囧舆－车</span> <span style=""color:#666"">zipper</span><br><span style=""color:#1a5276"">车</span> <span style=""color:#666"">car</span> <span style=""color:#999"">(alias: cart, wagon, vehicle)</span>",RSH,RSH2::L36
與,offer,1464,,,"yú: (same as 歟|欤, final particle expression doubt or surprise, similar to 吗 or 呢) | yǔ: and, to give, together with | yù: take part in",{71} + {50} + floor + {23} + floor + drop + ㇏,⿳ (top-mid-bottom),⿳⿴𦥑{23}一八,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span>",RTH,RTH1::L55
興,excitement / entertain,1060,,1426,"xīng: to rise, to flourish, to become popular, to start | xìng: feeling or desire to do sth, interest in sth, excitement",{71} + {50} + floor + monks + floor + drop + ㇏,⿳ (top-mid-bottom),⿳⿴𦥑同一八,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">同</span> <span style=""color:#666"">same</span> <span style=""color:#999"">(alias: monks)</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span>",RTH RTK,RTH1::L36 RTK1v5::L37
舉,lift up,1465,,,"jǔ: to lift, to hold up, to cite, to enumerate",{71} + {50} + floor + {23} + floor + drop + ㇏ + two + walking stick,⿱ (top-bottom),⿱與𰀁,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",RTH,RTH1::L55
舊,old,1447,,,"jiù: old, opposite: new 新, former, worn (with age)",floor + walking stick + walking stick + dropdrop + walking stick + eyedropper + floor + walking stick + floor + two + {112} + floor + floor,⿱ (top-bottom),⿱萑臼,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span>",RTH,RTH1::L55
舌,tongue,38,40,41,shé: tongue,mouth + thousand,⿱ (top-bottom),⿱千口,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">千</span> <span style=""color:#666"">thousand</span>",RSH RTH RTK,RSH1::L03 RTH1::L03 RTK1v5::L03
舍,abode,1574,1599,,"shě: to give up, to abandon, to give alms | shè: residence",meeting + ancient,⿱ (top-bottom),⿱𠆢⿱干口,"<span style=""color:#1a5276"">亼</span> <span style=""color:#666"">meeting</span><br><span style=""color:#1a5276"">古</span> <span style=""color:#666"">ancient</span>",RSH RTH,RSH2::L12 RTH2::L12
舎,cottage,,,316,,umbrella + floor + walking stick + floor + mouth,⿱ (top-bottom),⿱𠆢𠮷,"<span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",RTK,RTK1v5::L14
舒,relax,2211,2264,,"shū: to stretch, to unfold, to relax, leisurely",abode + bestow,⿰ (left-right),⿰舍予,"<span style=""color:#1a5276"">舍</span> <span style=""color:#666"">abode</span><br><span style=""color:#1a5276"">予</span> <span style=""color:#666"">bestow</span> <span style=""color:#999"">(alias: ceremonial spear)</span>",RSH RTH,RSH2::L32 RTH2::L32
舖,,,,,,abode + dog tag,⿰ (left-right),⿰舍甫,"<span style=""color:#1a5276"">舍</span> <span style=""color:#666"">abode</span><br><span style=""color:#1a5276"">甫</span> <span style=""color:#666"">Fu</span> <span style=""color:#999"">(alias: dog tag)</span>",,
舗,shop,,,1839,,umbrella + floor + walking stick + floor + mouth + dog tag,⿰ (left-right),⿰舎甫,"<span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">甫</span> <span style=""color:#666"">Fu</span> <span style=""color:#999"">(alias: dog tag)</span>",RTK,RTK1v5::L49
舘,Bldg. [old],,,2980,,abode + bureaucrat,⿰ (left-right),⿰舍官,"<span style=""color:#1a5276"">舍</span> <span style=""color:#666"">abode</span><br><span style=""color:#1a5276"">官</span> <span style=""color:#666"">bureaucrat</span>",RTK,RTK3v2::CH06
舛,sunglasses,,,,"chuǎn: mistaken, erroneous, contradictory",evening + monocle,⿰ (left-right),⿰夕㐄,"<span style=""color:#1a5276"">夕</span> <span style=""color:#666"">evening</span><br><span style=""color:#1a5276"">年</span> <span style=""color:#666"">year</span> <span style=""color:#999"">(alias: monocle)</span>",,primitive
舜,rose of Sharon,,,2915,,dropdrop + eyedropper + eyedropper + dropdrop + crown + sunglasses,⿳ (top-mid-bottom),⿳爫冖舛,"<span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">冖</span> <span style=""color:#666"">crown</span><br><span style=""color:#1a5276"">舛</span> <span style=""color:#666"">sunglasses</span>",RTK,RTK3v2::CH03
舞,dance,1294,1344,1774,"wǔ: to dance, to wield, to brandish",reclining + evening + monocle,⿱ (top-bottom),⿱{56}舛,"<span style=""color:#1a5276"">𠂉</span> <span style=""color:#666"">reclining</span> <span style=""color:#999"">(alias: lying (down))</span><br><span style=""color:#1a5276"">夕</span> <span style=""color:#666"">evening</span><br><span style=""color:#1a5276"">年</span> <span style=""color:#666"">year</span> <span style=""color:#999"">(alias: monocle)</span>",RSH RTH RTK,RSH1::L45 RTH1::L45 RTK1v5::L46 primitive
舟,boat,1350,1394,1868,zhōu: boat,a drop of + glass cover,⿻ (overlaid),⿻𠔾⿱丶丶,"<span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span>",RSH RTH RTK,RSH1::L49 RTH1::L49 RTK1v5::L50
航,navigate,2760,2822,1870,"háng: boat, ship, craft, to navigate",boat + whirlwind,⿰ (left-right),⿰舟亢,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">亢</span> <span style=""color:#666"">whirlwind</span>",RSH RTH RTK,RSH2::L49 RTH2::L49 RTK1v5::L50
般,sort / carrier,1352,1396,1871,"pán: see 般樂|般乐[pán lè] | bān: sort, kind, class, way",boat + missile,⿰ (left-right),⿰舟殳,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span>",RSH RTH RTK,RSH1::L49 RTH1::L49 RTK1v5::L50
舰,warship,,2821,,jiàn: warship,boat + see,⿰ (left-right),⿰舟见,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">见</span> <span style=""color:#666"">see</span>",RSH,RSH2::L49
舱,ship's cabin,,2824,,"cāng: cabin, the hold of a ship or airplane",boat + storehouse,⿰ (left-right),⿰舟仓,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">仓</span> <span style=""color:#666"">storehouse</span>",RSH,RSH2::L49
舵,rudder,,2823,2674,"duò: helm, rudder",boat + it,⿰ (left-right),⿰舟它,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">它</span> <span style=""color:#666"">it</span>",RSH RTK,RSH2::L49 RTK3v2::CH02
舶,liner,2759,2820,1869,"bó: sea-going vessels, ship",boat + dove,⿰ (left-right),⿰舟白,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">白</span> <span style=""color:#666"">white</span> <span style=""color:#999"">(alias: dove)</span>",RSH RTH RTK,RSH2::L49 RTH2::L49 RTK1v5::L50
舷,gunwale,,,2675,,boat + mysterious,⿰ (left-right),⿰舟玄,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">玄</span> <span style=""color:#666"">mysterious</span>",RTK,RTK3v2::CH02
船,ship,1351,1395,1874,"chuán: boat, vessel, ship, CL:條|条[tiáo],艘[sōu],隻|只[zhī]",boat + belch,⿰ (left-right),⿰舟⿱𠘧口,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">囧船－舟</span> <span style=""color:#666"">belch</span>",RSH RTH RTK,RSH1::L49 RTH1::L49 RTK1v5::L50
艇,light boat / rowboat,2761,2825,1876,"tǐng: vessel, small ship",boat + royal court,⿰ (left-right),⿰舟廷,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">廷</span> <span style=""color:#666"">royal court</span>",RSH RTH RTK,RSH2::L49 RTH2::L49 RTK1v5::L50
艘,vessels / small craft,2922,2968,2068,"sōu: classifier for ships, Taiwan pr. [sāo]",boat + cake mixer,⿰ (left-right),⿰舟叟,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">叟</span> <span style=""color:#666"">cake mixer</span>",RSH RTH RTK,RSH2::L55 RTH2::L55 RTK3v2::CH01
艙,ship's cabin,2763,,,"cāng: cabin, the hold of a ship or airplane",boat + umbrella + eyedropper + drop + {50} + floor + mouth,⿰ (left-right),⿰舟倉,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",RTH,RTH2::L49
艦,warship,2762,,1875,jiàn: warship,boat + box + walking stick + {50} + walking stick + dropdrop + floor + eyedropper + glass cover + floor + walking stick + walking stick,⿰ (left-right),⿰舟監,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">匚</span> <span style=""color:#666"">box</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span>",RTH RTK,RTH2::L49 RTK1v5::L50
艮,silver,,,,"gèn: one of the Eight Trigrams 八卦[bā guà], symbolizing mountain, ☶ | gěn: blunt, tough, chewy",𠄌 + {50} + floor + {24},⿸ (top-left-wrap),⿸⿰𠄌𫜹{24},"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span>",,primitive
良,high-quality / good,1093,1153,1468,"liáng: good, very, very much",a drop of + silver,⿱ (top-bottom),⿱丶艮,"<span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">艮</span> <span style=""color:#666"">silver</span>",RSH RTH RTK,RSH1::L37 RTH1::L37 RTK1v5::L38 primitive
艰,arduous,,2508,,"jiān: difficult, hard, hardship",crotch + silver,⿰ (left-right),⿰又艮,"<span style=""color:#1a5276"">又</span> <span style=""color:#666"">again</span> <span style=""color:#999"">(alias: crotch)</span><br><span style=""color:#1a5276"">艮</span> <span style=""color:#666"">silver</span>",RSH,RSH2::L37
艱,arduous,2533,,,"jiān: difficult, hard, hardship",floor + walking stick + walking stick + mouth + two + person + 𠄌 + {50} + floor + {24},⿰ (left-right),⿰𦰩艮,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span>",RTH,RTH2::L39
色,color,1283,1332,1753,"sè: color, CL:種|种[zhǒng], look, appearance | shǎi: color, dice",bound up + mosaic,⿱ (top-bottom),⿱⺈巴,"<span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">巴</span> <span style=""color:#666"">crust</span> <span style=""color:#999"">(alias: mosaic)</span>",RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
艳,gorgeous,,1334,,"yàn: colorful, splendid, gaudy, amorous",bushes + color,⿰ (left-right),⿰丰色,"<span style=""color:#1a5276"">丰</span> <span style=""color:#666"">plentiful</span> <span style=""color:#999"">(alias: bushes)</span><br><span style=""color:#1a5276"">色</span> <span style=""color:#666"">color</span>",RSH,RSH1::L44
艶,glossy,,,1755,,bent + floor + mouth + animal horns + floor + color,⿰ (left-right),⿰豊色,"<span style=""color:#1a5276"">曲</span> <span style=""color:#666"">bent</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span><br><span style=""color:#1a5276"">色</span> <span style=""color:#666"">color</span>",RTK,RTK1v5::L45
艷,gorgeous,2662,,,"yàn: colorful, splendid, gaudy, amorous",pit + walking stick + three + walking stick + three + walking stick + floor + mouth + animal horns + floor + color,⿰ (left-right),⿰豐色,"<span style=""color:#1a5276"">凵</span> <span style=""color:#666"">pit</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">三</span> <span style=""color:#666"">three</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span><br><span style=""color:#1a5276"">色</span> <span style=""color:#666"">color</span>",RTH,RTH2::L44
艹,flower,,,,cǎo: grass radical 草字頭兒|草字头儿[cǎo zì tóu r],floor + walking stick + walking stick,⿻ (overlaid),⿻一⿰丨丨,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",,primitive
艺,technique,,228,,"yì: skill, art",fishhook + flower,⿱ (top-bottom),⿱艹乙,"<span style=""color:#1a5276"">乙</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: fishhook)</span><br><span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span>",RSH,RSH1::L10
艾,Chinese mugwort,2468,2533,,"ài: Chinese mugwort or wormwood, to stop or cut short, phonetic ""ai"" or ""i"", abbr. for 艾滋病[ài zī bìng], AIDS | yì: to mow, to cut, to reap, to redress",flower + sheaf,⿱ (top-bottom),⿱艹乂,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">㐅</span> <span style=""color:#666"">sheaf</span>",RSH RTH,RSH2::L38 RTH2::L38
节,holiday,,1113,,"jié: festival, holiday, node, joint",flower + chop,⿱ (top-bottom),⿱艹𰆊,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">囧节－艹</span> <span style=""color:#666"">chop</span>",RSH,RSH1::L36
芋,potato,,,1655,,floor + walking stick + walking stick + clothing conveyor,⿱ (top-bottom),⿱艹于,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">于</span> <span style=""color:#666"">Yu</span> <span style=""color:#999"">(alias: clothing conveyor)</span>",RTK,RTK1v5::L43
芒,mango,1692,1724,,"máng: awn (of cereals), arista (of grain), tip (of a blade), Miscanthus sinensis (type of grass)",flower + perish,⿱ (top-bottom),⿱艹亡,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">亡</span> <span style=""color:#666"">deceased</span> <span style=""color:#999"">(alias: perish)</span>",RSH RTH,RSH2::L19 RTH2::L19
芙,hibiscus (A) / lotus flower,3034,2989,2361,"fú: see 芙蓉[fú róng], lotus",flower + husband,⿱ (top-bottom),⿱艹夫,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">夫</span> <span style=""color:#666"">husband</span>",RSH RTH RTK,RSH2::Compounds RTH2::Postscript 1 RTK3v2::CH02
芜,,,,,,floor + walking stick + walking stick + floor + by one’s side + hook,⿱ (top-bottom),⿱艹无,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">𠂇</span> <span style=""color:#666"">by one’s side</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span>",,
芝,sesame / turf,2199,2252,1216,zhī: Zoysia pungens,flower + sign of Zorro,⿱ (top-bottom),⿱艹之,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">之</span> <span style=""color:#666"">of</span> <span style=""color:#999"">(alias: sign of Zorro)</span>",RSH RTH RTK,RSH2::L31 RTH2::L31 RTK1v5::L32
芥,mustard,,,2376,,floor + walking stick + walking stick + introduce,⿱ (top-bottom),⿱艹介,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">介</span> <span style=""color:#666"">introduce</span>",RTK,RTK3v2::CH02
芦,reeds / hollow reed,,2156,2364,"lú: rush, reed, Phragmites communis",flower + door,⿱ (top-bottom),⿱艹户,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">户</span> <span style=""color:#666"">door</span>",RSH RTK,RSH2::L28 RTK3v2::CH02
芬,essence,1886,1944,,"fēn: perfume, fragrance",flower + part,⿱ (top-bottom),⿱艹分,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">分</span> <span style=""color:#666"">part</span>",RSH RTH,RSH2::L23 RTH2::L23
芭,plantain,,,2386,,floor + walking stick + walking stick + snakeskin + walking stick,⿱ (top-bottom),⿱艹巴,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">巳</span> <span style=""color:#666"">snakeskin</span>",RTK,RTK3v2::CH02
