character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
甚,tremendously,1291,1340,1768,"shén: what | shèn: what, very, extremely, any",hamper + fishhook,⿱ (top-bottom),⿱{94}⿺𠃊八,"其 = hamper, 乙 = fishhook",RSH RTH RTK,RSH1::L45 RTH1::L45 RTK1v5::L46
生,life,1163,1220,1555,"shēng: to be born, to give birth, life, to grow",a drop of + grow up,⿰ (left-right),⿰㇒龶,"丶 = a drop of, 囧毒－母 = grow up",RSH RTH RTK,RSH1::L39 RTH1::L39 RTK1v5::L40 primitive
產,products,1274,,,"chǎn: to give birth, to reproduce, to produce, product",top hat + sheaf + floor + drop + cell,⿳ (top-mid-bottom),⿳亠㐅𰆘,"亠 = top hat, 㐅 = sheaf, 一 = floor, 丿 = drop, 生 = cell",RTH,RTH1::L44 primitive
産,products,,,1560,,bungi-jumper + cell,⿸ (top-left-wrap),⿸产生,"产 = bungi-jumper, 生 = cell",RTK,RTK1v5::L40 primitive
甥,nephew,,,2910,,cell + male,⿰ (left-right),⿰生男,"生 = cell, 男 = male",RTK,RTK3v2::CH03
甦,resuscitate,,,2940,,even more + cell,⿺ (bottom-left-wrap),⿺更生,"更 = even more, 生 = cell",RTK,RTK3v2::CH03
用,utilize,896,971,1181,"yòng: to use, to employ, to have to, to eat or drink",glass cover + two + walking stick,⿵ (surround-open-bottom),⿵⺆𰀁,"⺆ = glass cover, 二 = two, 丨 = walking stick",RSH RTH RTK,RSH1::L30 RTH1::L30 RTK1v5::L31 primitive
甫,Fu / offspring,1336,1379,2097,"fǔ: (classical) barely just, just now",needle + flesh + a drop of,⿺ (bottom-left-wrap),⿺⿻十⺝丶,"针 = needle, 月 = flesh, 丶 = a drop of",RSH RTH RTK,RSH1::L48 RTH1::L48 RTK3v2::CH01 primitive
甬,chop-rack,,,,"Yǒng: the Yongjiang river 甬江[Yǒng jiāng] through Ningbo 寧波|宁波[Níng bō], abbr. for Ningbo | tǒng: variant of 桶 bucket, (classifier) cubic dry measure (5 pecks 五斗, approx half-liter) | yǒng: path screened by walls on both sides",flesh + walking stick + chop,⿱ (top-bottom),⿱龴用,"月 = flesh, 丨 = walking stick, 囧节－艹 = chop",,primitive
田,rice field,14,14,14,"tián: field, farm, CL:片[piàn]",pent in + floor + walking stick,⿴ (surround),⿴囗十,"囗 = pent in, 一 = floor, 丨 = walking stick",RSH RTH RTK,RSH1::L01 RTH1::L01 RTK1v5::L01 primitive
由,wherefore,845,913,1105,"yóu: to follow, from, it is for...to, reason",rice field,⿻ (overlaid),⿻日丨,田 = rice field,RSH RTH RTK,RSH1::L29 RTH1::L29 RTK1v5::L30 primitive
甲,first / armor,848,916,1113,"jiǎ: first of the ten heavenly stems 十天干[shí tiān gān], (used for an unspecified person or thing), first (in a list, as a party to a contract etc), armor plating",rice field,⿻ (overlaid),⿻日丨,田 = rice field,RSH RTH RTK,RSH1::L29 RTH1::L29 RTK1v5::L30 primitive
申,express / speaketh,850,918,1117,"shēn: to extend, to state, to explain, 9th earthly branch: 3-5 p.m., 7th solar month (7th August-7th September), year of the Monkey",tongue wagging in the mouth + walking stick,⿻ (overlaid),⿻日丨,"日 = tongue wagging in the mouth, 丨 = walking stick",RSH RTH RTK,RSH1::L29 RTH1::L29 RTK1v5::L30 primitive
男,male,691,741,859,"nán: male, Baron, lowest of five orders of nobility 五等爵位[wǔ děng jué wèi], CL:個|个[gè]",rice field + power,⿱ (top-bottom),⿱田力,"田 = rice field, 力 = power",RSH RTH RTK,RSH1::L24 RTH1::L24 RTK1v5::L25
町,village,,,92,,pent in + floor + walking stick + floor + 亅,⿰ (left-right),⿰田丁,"囗 = pent in, 一 = floor, 丨 = walking stick",RTK,RTK1v5::L05
画,drawing / brush-stroke,,1175,1170,"huà: to draw, picture, painting, CL:幅[fú],張|张[zhāng]",ceiling + brains + pit,⿱ (top-bottom),⿱一𰢵,"一 = ceiling, 田 = brains, 凵 = pit",RSH RTK,RSH1::L38 RTK1v5::L31
界,world,242,260,251,"jiè: boundary, scope, extent, circles",introduce + rice field,⿱ (top-bottom),⿱田介,"介 = introduce, 田 = rice field",RSH RTH RTK,RSH1::L12 RTH1::L12 RTK1v5::L12
畏,be afraid of / apprehensive,2801,2853,2569,wèi: to fear,brains + barrette,⿳ (top-mid-bottom),⿳田一{25},"田 = brains, 囧丧－十－丷 = barrette",RSH RTH RTK,RSH2::L51 RTH2::L51 RTK3v2::CH02
畐,wealth,,,,,one + mouth + rice field,⿱ (top-bottom),⿱𠮛田,"一 = one, 口 = mouth, 田 = rice field",,primitive
畑,farm,,,166,,flames + pent in + floor + walking stick,⿰ (left-right),⿰火田,"火 = flames, 囗 = pent in, 一 = floor, 丨 = walking stick",RTK,RTK1v5::L08
畔,littoral / paddy ridge,2176,2246,1204,"pàn: bank, field-path",rice field + half,⿰ (left-right),⿰田半,"田 = rice field, 半 = half",RSH RTH RTK,RSH2::L31 RTH2::L31 RTK1v5::L32
留,stay / detain,1046,1109,1423,"liú: to leave (a message etc), to retain, to stay, to remain",letter opener + rice field,⿱ (top-bottom),⿱⿰{58}刀田,"囧贸－贝 = letter opener, 田 = rice field",RSH RTH RTK,RSH1::L36 RTH1::L36 RTK1v5::L37
畜,livestock,2347,2413,1384,"chù: livestock, domesticated animal, domestic animal | xù: to raise (animals)",mysterious + rice field,⿱ (top-bottom),⿱玄田,"玄 = mysterious, 田 = rice field",RSH RTH RTK,RSH2::L35 RTH2::L35 RTK1v5::L36
畝,Chinese acre / furrow,779,,1017,"mǔ: classifier for fields, unit of area equal to one fifteenth of a hectare",Chinese acre + long time,⿰ (left-right),⿰亩久,"亩 = Chinese acre, 久 = long time",RTH RTK,RTH1::L26 RTK1v5::L27
畠,dry field,,,2916,,white + pent in + floor + walking stick,⿱ (top-bottom),⿱白田,"白 = white, 囗 = pent in, 一 = floor, 丨 = walking stick",RTK,RTK3v2::CH03
畢,complete / lastly,2535,,2570,"bì: the whole of, to finish, to complete, complete",first + floor + walking stick + walking stick + floor + floor,⿻ (overlaid),⿻甲⿱⿱艹一一,"甲 = first, 一 = floor, 丨 = walking stick",RTH RTK,RTH2::L39 RTK3v2::CH02
略,abbreviation,1603,311,293,"lüè: plan, strategy, outline, summary",each + rice field,⿰ (left-right),⿰田各,"各 = each, 田 = rice field",RSH RTH RTK,RSH1::L13 RTH2::L13 RTK1v5::L13
畦,paddy-field ridge,,,2571,,pent in + floor + walking stick + bricks,⿰ (left-right),⿰田圭,"囗 = pent in, 一 = floor, 丨 = walking stick, 圭 = bricks",RTK,RTK3v2::CH02
番,try / turn,1378,1418,1909,"fān: foreign, ethnic groups from outside China, (when used after a verb) times or fold, classifier for the number of iterations of an action or deed etc",droppings + rice field,⿱ (top-bottom),⿱釆田,"釆 = droppings, 田 = rice field",RSH RTH RTK,RSH1::L51 RTH1::L51 RTK1v5::L52 primitive
異,different / uncommon,1308,,1797,"yì: different, other, hetero-, unusual",pent in + floor + walking stick + together,⿱ (top-bottom),⿱田共,"囗 = pent in, 一 = floor, 丨 = walking stick, 共 = together",RTH RTK,RTH1::L46 RTK1v5::L47
畳,tatami mat,,,1784,,pent in + floor + walking stick + crown + glass cover + floor + floor + floor,⿱ (top-bottom),⿱田冝,"囗 = pent in, 一 = floor, 丨 = walking stick, 冖 = crown, 冂 = glass cover",RTK,RTK1v5::L47
畷,rice-field footpath,,,2072,,pent in + floor + walking stick + pair + pair,⿰ (left-right),⿰田叕,"囗 = pent in, 一 = floor, 丨 = walking stick, 双 = pair",RTK,RTK3v2::CH01
畺,family feud,,,,,rice field + one,⿳ (top-mid-bottom),⿳𰢴𰢴一,"田 = rice field, 一 = one",,primitive
畿,capital suburbs,,,2887,,floor + ㇂ + eyedropper + cocoon + cocoon + pent in + floor + walking stick,⿹ (top-right-wrap),⿹{29}田,"一 = floor, 丶 = eyedropper, 幺 = cocoon, 囗 = pent in, 丨 = walking stick",RTK,RTK3v2::CH03
疋,critters,,,2098,,mending,⿱ (top-bottom),⿱乛龰,囧走－十 = mending,RTK,RTK3v2::CH01 primitive
疎,alienate,,,1668,,beret + above + walking stick + bundle,⿰ (left-right),⿰𤴔束,"乛 = beret, 上 = above, 丨 = walking stick, 束 = bundle",RTK,RTK1v5::L43
疏,sparse / transcription,1876,1921,2922,"shū: to dredge, to clear away obstruction, thin, sparse",zoo + baby Moses,⿰ (left-right),⿰𤴔㐬,"疋 = zoo, 㐬 = baby Moses",RSH RTH RTK,RSH2::L22 RTH2::L22 RTK3v2::CH03
疑,doubt,2368,2435,1410,"yí: to doubt, to misbelieve, to suspect",someone sitting on the ground + zoo + dart + chop,⿰ (left-right),⿰𠤕⿱龴疋,"匕 = someone sitting on the ground, 疋 = zoo, 矢 = dart, 囧节－艹 = chop",RSH RTH RTK,RSH2::L36 RTH2::L36 RTK1v5::L37 primitive
疒,sickness,,,,"nè: sick, sickness, Kang Xi radical 104, also pr. [chuáng]",cave + ice,⿰ (left-right),⿰冫广,"广 = cave, 冫 = ice",,primitive
疫,epidemic,2598,2664,1689,"yì: epidemic, plague",sickness + missile,⿸ (top-left-wrap),⿸疒殳,"疒 = sickness, 殳 = missile",RSH RTH RTK,RSH2::L43 RTH2::L43 RTK1v5::L44
疲,fatigued / tired,2600,2666,1688,pí: weary,sickness + covering,⿸ (top-left-wrap),⿸疒皮,"疒 = sickness, 皮 = covering",RSH RTH RTK,RSH2::L43 RTH2::L43 RTK1v5::L44
疹,measles,,,2574,,sickness + cocktail,⿸ (top-left-wrap),⿸疒㐱,"疒 = sickness, 㐱 = cocktail",RTK,RTK3v2::CH02
疾,rapid / rapidly,2601,2670,1686,"jí: sickness, disease, hate, envy",dart + sickness,⿸ (top-left-wrap),⿸疒矢,"矢 = dart, 疒 = sickness",RSH RTH RTK,RSH2::L43 RTH2::L43 RTK1v5::L44
病,illness,1247,1294,1682,"bìng: illness, CL:場|场[cháng], disease, to fall ill",sickness + third,⿸ (top-left-wrap),⿸疒丙,"疒 = sickness, 丙 = third",RSH RTH RTK,RSH1::L43 RTH1::L43 RTK1v5::L44
症,disease / symptoms,2595,2660,1685,"zhèng: disease, illness | zhēng: abdominal tumor",sickness + correct,⿸ (top-left-wrap),⿸疒正,"疒 = sickness, 正 = correct",RSH RTH RTK,RSH2::L43 RTH2::L43 RTK1v5::L44
痒,itch,,2662,2572,"yǎng: variant of 癢|痒[yǎng], to itch, to tickle",sickness + sheep,⿸ (top-left-wrap),⿸疒羊,"疒 = sickness, 羊 = sheep",RSH RTK,RSH2::L43 RTK3v2::CH02
痔,hemorrhoids,,,2575,,sickness + Buddhist temple,⿸ (top-left-wrap),⿸疒寺,"疒 = sickness, 寺 = Buddhist temple",RTK,RTK3v2::CH02
痕,trace / scar,2604,2672,2578,"hén: scar, traces",sickness + silver,⿸ (top-left-wrap),⿸疒艮,"疒 = sickness, 艮 = silver",RSH RTH RTK,RSH2::L43 RTH2::L43 RTK3v2::CH02
痘,pox,,,1684,,sickness + floor + mouth + animal horns + floor,⿸ (top-left-wrap),⿸疒豆,"疒 = sickness, 一 = floor, 口 = mouth, 丷 = animal horns",RTK,RTK1v5::L44
痛,ache / pain,1248,1295,1690,"tòng: ache, pain, sorrow, deeply",sickness + chop-rack,⿸ (top-left-wrap),⿸疒甬,"疒 = sickness, 甬 = chop-rack",RSH RTH RTK,RSH1::L43 RTH1::L43 RTK1v5::L44
痢,diarrhea,,,1687,,sickness + profit,⿸ (top-left-wrap),⿸疒利,"疒 = sickness, 利 = profit",RTK,RTK1v5::L44
痩,lose weight,,,2577,,sickness + monkey + right hand,⿸ (top-left-wrap),⿸疒⿱申又,"疒 = sickness, 申 = monkey, 又 = right hand",RTK,RTK3v2::CH02
痰,phlegm,2594,2659,2573,"tán: phlegm, spittle",sickness + inflammation,⿸ (top-left-wrap),⿸疒炎,"疒 = sickness, 炎 = inflammation",RSH RTH RTK,RSH2::L43 RTH2::L43 RTK3v2::CH02
痴,idiotic / stupid,2602,2667,1683,"chī: imbecile, sentimental, stupid, foolish",sickness + know,⿸ (top-left-wrap),⿸疒知,"疒 = sickness, 知 = know",RSH RTH RTK,RSH2::L43 RTH2::L43 RTK1v5::L44
痺,paralysis,,,2579,,sickness + lowly,⿸ (top-left-wrap),⿸疒卑,"疒 = sickness, 卑 = lowly",RTK,RTK3v2::CH02
瘍,carbuncle,,,3026,,sickness + daybreak + knot,⿸ (top-left-wrap),⿸疒昜,"疒 = sickness, 旦 = daybreak, 勿 = knot",RTK,RTK1v5::Sup.
療,cure / heal,2633,,1709,"liáo: to treat, to cure, therapy",sickness + pup tent,⿸ (top-left-wrap),⿸疒尞,"疒 = sickness, 尞 = pup tent",RTH RTK,RTH2::L43 RTK1v5::L44
癌,cancer,2599,2665,2576,"ái: cancer, carcinoma, also pr. [yán]",sickness + goods + mountain,⿸ (top-left-wrap),⿸疒嵒,"疒 = sickness, 品 = goods, 山 = mountain",RSH RTH RTK,RSH2::L43 RTH2::L43 RTK3v2::CH02
癒,get well / healing,2597,,2037,yù: to heal,sickness + more and more,⿸ (top-left-wrap),⿸疒愈,"疒 = sickness, 愈 = more and more",RTH RTK,RTH2::L43 RTK1v5::L56
癖,mannerism,,,1691,,sickness + hot sauce,⿸ (top-left-wrap),⿸疒辟,"疒 = sickness, 辟 = hot sauce",RTK,RTK1v5::L44
癶,teepee,,,,,{101} + {102},⿰ (left-right),⿰{101}{102},,,primitive
発,discharge,,,1705,,{101} + {102} + floor + drop + hook + floor,⿱ (top-bottom),⿱癶⿻兀一,"一 = floor, 丿 = drop, 乚 = hook",RTK,RTK1v5::L44 primitive
登,ascend,1257,1303,1703,"dēng: to scale (a height), to ascend, to mount, to publish or record",table + teepee,⿱ (top-bottom),⿱癶豆,"豆 = table, 癶 = teepee",RSH RTH RTK,RSH1::L43 RTH1::L43 RTK1v5::L44
發,send out,1260,,,"fā: to send out, to show (one's feeling), to issue, to develop",{101} + {102} + {50} + ㇉ + missile,⿱ (top-bottom),⿱癶𭚧,殳 = missile,RTH,RTH1::L43 primitive
白,white,33,34,37,"bái: white, snowy, pure, bright",sun + a drop of,⿱ (top-bottom),⿱㇒日,"日 = sun, 丶 = a drop of",RSH RTH RTK,RSH1::L03 RTH1::L03 RTK1v5::L03 primitive
百,hundred,34,35,38,"bǎi: hundred, numerous, all kinds of",white + one,⿱ (top-bottom),⿱一白,"白 = white, 一 = one",RSH RTH RTK,RSH1::L03 RTH1::L03 RTK1v5::L03
的,bull's eye,66,70,69,"de: of, ~'s (possessive particle), (used after an attribute), (used to form a nominal expression) | dí: really and truly | dì: aim, clear",white bird + ladle,⿰ (left-right),⿰白勺,"白 = white bird, 勺 = ladle",RSH RTH RTK,RSH1::L04 RTH1::L04 RTK1v5::L04
皆,all,425,459,449,"jiē: all, each and every, in all cases",compare + white,⿱ (top-bottom),⿱比白,"比 = compare, 白 = white",RSH RTH RTK,RSH1::L18 RTH1::L18 RTK1v5::L18
皇,emperor,254,272,261,"Huáng: emperor, surname Huang",king + white bird,⿱ (top-bottom),⿱白王,"王 = king, 白 = white bird",RSH RTH RTK,RSH1::L12 RTH1::L12 RTK1v5::L12
皐,lunar month,,,2070,,white + eyedropper + ㇀ + dropdrop + eyedropper + floor + walking stick,⿱ (top-bottom),⿱白𠦂,"白 = white, 丶 = eyedropper, ㇒ = dropdrop, 一 = floor, 丨 = walking stick",RTK,RTK3v2::CH01
皓,beaming,,,2934,,white + declare,⿰ (left-right),⿰白告,"白 = white, 告 = declare",RTK,RTK3v2::CH03
皮,covering / pelt,656,707,802,"pí: leather, skin, fur, CL:張|张[zhāng]",branch,⿻ (overlaid),⿻{84}⿱丨又,枝 = branch,RSH RTH RTK,RSH1::L24 RTH1::L24 RTK1v5::L25
皿,dish,,,1447,,glass cover + floor + walking stick + walking stick,⿴ (surround),⿴𠀃⿰丨丨,"冂 = glass cover, 一 = floor, 丨 = walking stick",RTK,RTK1v5::L38 primitive
盆,basin,2427,2495,1449,"pén: basin, flower pot, unit of volume equal to 12 斗 and 8 升, approx 128 liters, CL:個|个[gè]",part + dish,⿱ (top-bottom),⿱分皿,"分 = part, 皿 = dish",RSH RTH RTK,RSH2::L37 RTH2::L37 RTK1v5::L38
益,benefit,1357,1401,1881,"yì: benefit, profit, advantage, beneficial",dish + sparkler + one + horns + animal legs,⿳ (top-mid-bottom),⿳䒑八皿,"皿 = dish, 囧率－玄－十 = sparkler, 一 = one, 丷 = horns, 囧只－口 = animal legs",RSH RTH RTK,RSH1::L50 RTH1::L50 RTK1v5::L51
监,supervise,,1141,,"jiān: hard, strong, solid, firm | jiàn: supervisor",fencing foil + reclining + drop + dish,⿱ (top-bottom),⿱𰀢皿,"囧坚－圣 = fencing foil, 𠂉 = reclining, 掉 = drop, 皿 = dish",RSH,RSH1::L37 primitive
盗,master thief / steal,,2492,1451,"dào: to steal, to rob, to plunder, thief",next + dish,⿱ (top-bottom),⿱次皿,"次 = next, 皿 = dish",RSH RTK,RSH2::L37 RTK1v5::L38
盛,flourishing / boom,2420,2490,1457,"chéng: to hold, to contain, to ladle, to pick up with a utensil | shèng: flourishing, vigorous, magnificent, extensively",turn into + dish,⿱ (top-bottom),⿱成皿,"成 = turn into, 皿 = dish",RSH RTH RTK,RSH2::L37 RTH2::L37 RTK1v5::L38
盟,alliance,2417,2484,1450,"méng: oath, pledge, union, to ally",bright + dish,⿱ (top-bottom),⿱明皿,"明 = bright, 皿 = dish",RSH RTH RTK,RSH2::L37 RTH2::L37 RTK1v5::L38
監,supervise / oversee,1080,,1453,"jiān: hard, strong, solid, firm | jiàn: supervisor",box + walking stick + {50} + walking stick + dropdrop + floor + eyedropper + glass cover + floor + walking stick + walking stick,⿱ (top-bottom),⿱⿰臣⿱𠂉丶皿,"匚 = box, 丨 = walking stick, ㇒ = dropdrop, 一 = floor, 丶 = eyedropper, 冂 = glass cover",RTH RTK,RTH1::L37 RTK1v5::L38 primitive
盤,tray,1353,,1872,"pán: plate, dish, tray, board",sort + glass cover + floor + walking stick + walking stick,⿱ (top-bottom),⿱般皿,"般 = sort, 冂 = glass cover, 一 = floor, 丨 = walking stick",RTH RTK,RTH1::L49 RTK1v5::L50
目,eye,15,15,15,"mù: eye, item, section, list",pent in + floor + floor,⿴ (surround),⿴囗𠄠,"囗 = pent in, 一 = floor",RSH RTH RTK,RSH1::L01 RTH1::L01 RTK1v5::L01 primitive
盲,blind,458,491,486,máng: blind,eye + perish,⿱ (top-bottom),⿱亡目,"目 = eye, 亡 = perish",RSH RTH RTK,RSH1::L19 RTH1::L19 RTK1v5::L19
直,straight / straightaway,68,72,73,"Zhí: surname Zhi, Zhi (c. 2000 BC), fifth of the legendary Flame Emperors 炎帝[Yán dì] descended from Shennong 神農|神农[Shén nóng] Farmer God | zhí: straight, to straighten, fair and reasonable, frank",ten + eye + floor,⿱ (top-bottom),⿱十{73},"十 = ten, 目 = eye, 一 = floor",RSH RTH RTK,RSH1::L05 RTH1::L05 RTK1v5::L05
相,one another / inter-,199,212,209,"xiāng: each other, one another, mutually | xiàng: appearance, portrait, picture",tree + eye,⿰ (left-right),⿰木目,"木 = tree, 目 = eye",RSH RTH RTK,RSH1::L10 RTH1::L10 RTK1v5::L10
盾,shield,1855,1896,1853,dùn: shield,drag + ten + eyeball,⿸ (top-left-wrap),⿸𠂆𥃭,"𠂆 = drag, 十 = ten, 睛 = eyeball",RSH RTH RTK,RSH2::L22 RTH2::L22 RTK1v5::L50
省,economize / focus,121,132,124,"shěng: to save, to economize, to do without, to omit | xǐng: introspection, to examine oneself critically, awareness, to visit (an elderly relative)",eye + few,⿱ (top-bottom),⿱少目,"目 = eye, 少 = few",RSH RTH RTK,RSH1::L07 RTH1::L07 RTK1v5::L07
眉,eyebrows,2092,2149,2583,"méi: eyebrow, upper margin",eye + flag,⿸ (top-left-wrap),⿸𠃜目,"目 = eye, 旗 = flag",RSH RTH RTK,RSH2::L28 RTH2::L28 RTK3v2::CH02
看,look at / watch over,549,585,638,"kān: to look after, to take care of, to watch, to guard | kàn: to see, to look at, to read, to watch",hand + eye,⿸ (top-left-wrap),⿸龵目,"手 = hand, 目 = eye",RSH RTH RTK,RSH1::L22 RTH1::L22 RTK1v5::L23
県,prefecture,,,513,,𠃊 + pent in + floor + floor + small,⿱ (top-bottom),⿱⿺𠃊目小,"囗 = pent in, 一 = floor, 小 = small",RTK,RTK1v5::L20
真,true,71,75,75,"zhēn: really, truly, indeed, real",ten + tool,⿱ (top-bottom),⿱十具,"十 = ten, 囧具－目 = tool",RSH RTH RTK,RSH1::L05 RTH1::L05 RTK1v5::L05
眠,slumber / sleep,1335,1378,1835,"mián: to sleep, to hibernate",eye + people,⿰ (left-right),⿰目民,"目 = eye, 民 = people",RSH RTH RTK,RSH1::L48 RTH1::L48 RTK1v5::L49
眩,dizzy,,,2581,,pent in + floor + floor + mysterious,⿰ (left-right),⿰目玄,"囗 = pent in, 一 = floor, 玄 = mysterious",RTK,RTK3v2::CH02
眸,apple of the eye,,,2580,,pent in + floor + floor + 𠃋 + eyedropper + dropdrop + two + walking stick,⿰ (left-right),⿰目牟,"囗 = pent in, 一 = floor, 丶 = eyedropper, ㇒ = dropdrop, 二 = two, 丨 = walking stick",RTK,RTK3v2::CH02
眺,stare,,,237,,pent in + floor + floor + drop + hook + eyedropper + ㇀ + dropdrop + eyedropper,⿰ (left-right),⿰目兆,"囗 = pent in, 一 = floor, 丿 = drop, 乚 = hook, 丶 = eyedropper, ㇒ = dropdrop",RTK,RTK1v5::L11
眼,eyelet / eyeball,1092,1152,1467,"yǎn: eye, small hole, crux (of a matter), CL:隻|只[zhī],雙|双[shuāng]",eye + silver,⿰ (left-right),⿰目艮,"目 = eye, 艮 = silver",RSH RTH RTK,RSH1::L37 RTH1::L37 RTK1v5::L38
着,-ing / don,,536,555,"zhāo: (chess) move, trick, all right!, (dialect) to add | zháo: to touch, to come in contact with, to feel, to be affected by | zhe: aspect particle indicating action in progress | zhuó: to wear (clothes), to contact, to use, to apply",wool + eye,⿸ (top-left-wrap),⿸⺶目,"囧差－工 = wool, 目 = eye",RSH RTK,RSH1::L20 RTK1v5::L21
睡,sleep / drowsy,1185,1245,1583,"shuì: to sleep, to lie down",eye + droop,⿰ (left-right),⿰目垂,"目 = eye, 垂 = droop",RSH RTH RTK,RSH1::L39 RTH1::L39 RTK1v5::L40
督,superintend / coach,605,654,719,"dū: to supervise and direct, army title (archaic)",uncle + eye,⿱ (top-bottom),⿱叔目,"叔 = uncle, 目 = eye",RSH RTH RTK,RSH1::L22 RTH1::L22 RTK1v5::L23
睦,intimate,,,1514,,pent in + floor + floor + floor + walking stick + floor + drop + ㇏ + floor + walking stick + floor,⿰ (left-right),⿰目坴,"囗 = pent in, 一 = floor, 丨 = walking stick, 丿 = drop",RTK,RTK1v5::L39
睾,testicle,,,2929,,dropdrop + pent in + walking stick + walking stick + good fortune,⿱ (top-bottom),⿱㇒睪,"㇒ = dropdrop, 囗 = pent in, 丨 = walking stick, 幸 = good fortune",RTK,RTK3v2::CH03
瞑,close the eyes,,,2842,,pent in + floor + floor + crown + pent in + floor + six,⿰ (left-right),⿰目冥,"囗 = pent in, 一 = floor, 冖 = crown, 六 = six",RTK,RTK3v2::CH03
瞥,glimpse,,,2927,,shredder + pent in + floor + floor,⿱ (top-bottom),⿱敝目,"敝 = shredder, 囗 = pent in, 一 = floor",RTK,RTK3v2::CH03
瞬,instant / wink,2886,2915,817,shùn: to wink,eyeball + vulture + crown + sunglasses,⿰ (left-right),⿰目舜,"睛 = eyeball, 爪 = vulture, 冖 = crown, 舛 = sunglasses",RSH RTH RTK,RSH2::L54 RTH2::L53 RTK1v5::L25
瞭,comprehend / obvious,2632,,2582,"liǎo: (of eyes) bright, clear-sighted, to understand clearly | liào: to watch from a height or distance, to survey",pent in + floor + floor + pup tent,⿰ (left-right),⿰目尞,"囗 = pent in, 一 = floor, 尞 = pup tent",RTH RTK,RTH2::L43 RTK3v2::CH02
瞳,pupil,,,437,,pent in + floor + floor + juvenile,⿰ (left-right),⿰目童,"囗 = pent in, 一 = floor, 童 = juvenile",RTK,RTK1v5::L18
矛,spear / halberd,931,1004,1225,"máo: spear, lance, pike",ceremonial spear + dropdrop,⿹ (top-right-wrap),⿹予㇒,"予 = ceremonial spear, ㇒ = dropdrop",RSH RTH RTK,RSH1::L32 RTH1::L32 RTK1v5::L33
矢,dart,927,1000,1220,"shǐ: arrow, dart, straight, to vow",heavens + a drop of,⿱ (top-bottom),⿱𠂉大,"天 = heavens, 丶 = a drop of",RSH RTH RTK,RSH1::L32 RTH1::L32 RTK1v5::L33
矣,crossbow,,,,"yǐ: classical final particle, similar to modern 了[le]",elbow + dart,⿱ (top-bottom),⿱厶矢,"厶 = elbow, 矢 = dart",,primitive
知,know,929,1002,1223,"zhī: to know, to be aware",dart + mouth,⿰ (left-right),⿰矢口,"矢 = dart, 口 = mouth",RSH RTH RTK,RSH1::L32 RTH1::L32 RTK1v5::L33
矩,square / carpenter's square,2614,2685,2585,"jǔ: carpenter's square, rule, regulation, pattern",dart + giant,⿰ (left-right),⿰矢巨,"矢 = dart, 巨 = giant",RSH RTH RTK,RSH2::L43 RTH2::L43 RTK3v2::CH02
短,short,1068,1134,1442,"duǎn: short, brief, to lack, weak point",dart + table,⿰ (left-right),⿰矢豆,"矢 = dart, 豆 = table",RSH RTH RTK,RSH1::L37 RTH1::L37 RTK1v5::L38
矯,rectify,2203,,1221,"jiáo: argumentative, contentious | jiǎo: to correct, to rectify, to redress, strong",dart + die young + mouth + glass cover + mouth,⿰ (left-right),⿰矢喬,"矢 = dart, 夭 = die young, 口 = mouth, 冂 = glass cover",RTH RTK,RTH2::L32 RTK1v5::L33
石,stone,114,125,113,"shí: rock, stone, stone inscription, one of the eight ancient musical instruments 八音[bā yīn] | dàn: dry measure for grain equal to ten dou 斗, ten pecks, one hundred liters",mouth + cliff,⿸ (top-left-wrap),⿸丆口,"口 = mouth, 崖 = cliff",RSH RTH RTK,RSH1::L07 RTH1::L07 RTK1v5::L07 primitive
砂,gravel / sand,115,126,117,"shā: sand, gravel, granule",few + stone,⿰ (left-right),⿰石少,"少 = few, 石 = stone",RSH RTH RTK,RSH1::L07 RTH1::L07 RTK1v5::L07
研,grind away / polish,573,614,675,"yán: to grind, study, research",stone + two hands,⿰ (left-right),⿰石开,"石 = stone, 开 = two hands",RSH RTH RTK,RSH1::L22 RTH1::L22 RTK1v5::L23
砕,smash,,,116,,stone + baseball + floor + walking stick,⿰ (left-right),⿰石卆,"石 = stone, 九 = baseball, 一 = floor, 丨 = walking stick",RTK,RTK1v5::L07
砥,grindstone,,,2590,,stone + calling card,⿰ (left-right),⿰石氐,"石 = stone, 氐 = calling card",RTK,RTK3v2::CH02
砦,fort,,,2045,,this (literary) + stone,⿱ (top-bottom),⿱此石,"此 = this (literary), 石 = stone",RTK,RTK3v2::CH01
砲,cannon,3032,,532,pào: variant of 炮[pào],stone + wrap,⿰ (left-right),⿰石包,"石 = stone, 包 = wrap",RTH RTK,RTH2::Postscript 1 RTK1v5::L21
破,break / rend,659,710,806,"pò: broken, damaged, worn out, to break, split or cleave",rock + covering,⿰ (left-right),⿰石皮,"岩 = rock, 皮 = covering",RSH RTH RTK,RSH1::L24 RTH1::L24 RTK1v5::L25
砺,whetstone,,,2595,,stone + stern,⿰ (left-right),⿰石厉,"石 = stone, 厉 = stern",RTK,RTK3v2::CH02
硝,nitrate,,,115,,stone + sparks,⿰ (left-right),⿰石肖,"石 = stone, 肖 = sparks",RTK,RTK1v5::L07
